"Plot Title: 21909581"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909581, SEN S/N: 21909581)","Temp, °F (LGR S/N: 21909581, SEN S/N: 21909581)","Expired Sensor Cap (LGR S/N: 21909581)","Coupler Detached (LGR S/N: 21909581)","Coupler Attached (LGR S/N: 21909581)","Stopped (LGR S/N: 21909581)","End Of File (LGR S/N: 21909581)"
3088,12/29/24 02:22:36 AM,-888.88,-888.88,,,,,
3089,12/29/24 03:22:36 AM,-888.88,-888.88,,,,,
3090,12/29/24 04:22:36 AM,-888.88,-888.88,,,,,
3091,12/29/24 05:22:36 AM,-888.88,-888.88,,,,,
3092,12/29/24 06:22:36 AM,-888.88,-888.88,,,,,
3093,12/29/24 07:22:36 AM,-888.88,-888.88,,,,,
3094,12/29/24 08:22:36 AM,-888.88,-888.88,,,,,
3095,12/29/24 09:22:36 AM,-888.88,-888.88,,,,,
3096,12/29/24 10:22:36 AM,-888.88,-888.88,,,,,
3097,12/29/24 11:22:36 AM,-888.88,-888.88,,,,,
3098,12/29/24 12:22:36 PM,-888.88,-888.88,,,,,
3099,12/29/24 01:22:36 PM,-888.88,-888.88,,,,,
3100,12/29/24 02:22:36 PM,-888.88,-888.88,,,,,
3101,12/29/24 03:22:36 PM,-888.88,-888.88,,,,,
3102,12/29/24 04:22:36 PM,-888.88,-888.88,,,,,
3103,12/29/24 05:22:36 PM,-888.88,-888.88,,,,,
3104,12/29/24 06:22:36 PM,-888.88,-888.88,,,,,
3105,12/29/24 07:22:36 PM,-888.88,-888.88,,,,,
3106,12/29/24 08:22:36 PM,-888.88,-888.88,,,,,
3107,12/29/24 09:22:36 PM,-888.88,-888.88,,,,,
3108,12/29/24 10:22:36 PM,-888.88,-888.88,,,,,
3109,12/29/24 11:22:36 PM,-888.88,-888.88,,,,,
3110,12/30/24 12:22:36 AM,-888.88,-888.88,,,,,
3111,12/30/24 01:22:36 AM,-888.88,-888.88,,,,,
3112,12/30/24 02:22:36 AM,-888.88,-888.88,,,,,
3113,12/30/24 03:22:36 AM,-888.88,-888.88,,,,,
3114,12/30/24 04:22:36 AM,-888.88,-888.88,,,,,
3115,12/30/24 05:22:36 AM,-888.88,-888.88,,,,,
3116,12/30/24 06:22:36 AM,-888.88,-888.88,,,,,
3117,12/30/24 07:22:36 AM,-888.88,-888.88,,,,,
3118,12/30/24 08:22:36 AM,-888.88,-888.88,,,,,
3119,12/30/24 09:22:36 AM,-888.88,-888.88,,,,,
3120,12/30/24 10:22:36 AM,-888.88,-888.88,,,,,
3121,12/30/24 11:22:36 AM,-888.88,-888.88,,,,,
3122,12/30/24 12:22:36 PM,-888.88,-888.88,,,,,
3123,12/30/24 01:22:36 PM,-888.88,-888.88,,,,,
3124,12/30/24 02:22:36 PM,-888.88,-888.88,,,,,
3125,12/30/24 03:22:36 PM,-888.88,-888.88,,,,,
3126,12/30/24 04:22:36 PM,-888.88,-888.88,,,,,
3127,12/30/24 05:22:36 PM,-888.88,-888.88,,,,,
3128,12/30/24 06:22:36 PM,-888.88,-888.88,,,,,
3129,12/30/24 07:22:36 PM,-888.88,-888.88,,,,,
3130,12/30/24 08:22:36 PM,-888.88,-888.88,,,,,
3131,12/30/24 09:22:36 PM,-888.88,-888.88,,,,,
3132,12/30/24 10:22:36 PM,-888.88,-888.88,,,,,
3133,12/30/24 11:22:36 PM,-888.88,-888.88,,,,,
3134,12/31/24 12:22:36 AM,-888.88,-888.88,,,,,
3135,12/31/24 01:22:36 AM,-888.88,-888.88,,,,,
3136,12/31/24 02:22:36 AM,-888.88,-888.88,,,,,
3137,12/31/24 03:22:36 AM,-888.88,-888.88,,,,,
3138,12/31/24 04:22:36 AM,-888.88,-888.88,,,,,
3139,12/31/24 05:22:36 AM,-888.88,-888.88,,,,,
3140,12/31/24 06:22:36 AM,-888.88,-888.88,,,,,
3141,12/31/24 07:22:36 AM,-888.88,-888.88,,,,,
3142,12/31/24 08:22:36 AM,-888.88,-888.88,,,,,
3143,12/31/24 09:22:36 AM,-888.88,-888.88,,,,,
3144,12/31/24 10:22:36 AM,-888.88,-888.88,,,,,
3145,12/31/24 11:22:36 AM,-888.88,-888.88,,,,,
3146,12/31/24 12:22:36 PM,-888.88,-888.88,,,,,
3147,12/31/24 01:22:36 PM,-888.88,-888.88,,,,,
3148,12/31/24 02:22:36 PM,-888.88,-888.88,,,,,
3149,12/31/24 03:22:36 PM,-888.88,-888.88,,,,,
3150,12/31/24 04:22:36 PM,-888.88,-888.88,,,,,
3151,12/31/24 05:22:36 PM,-888.88,-888.88,,,,,
3152,12/31/24 06:22:36 PM,-888.88,-888.88,,,,,
3153,12/31/24 07:22:36 PM,-888.88,-888.88,,,,,
3154,12/31/24 08:22:36 PM,-888.88,-888.88,,,,,
3155,12/31/24 09:22:36 PM,-888.88,-888.88,,,,,
3156,12/31/24 10:22:36 PM,-888.88,-888.88,,,,,
3157,12/31/24 11:22:36 PM,-888.88,-888.88,,,,,
3158,01/01/25 12:22:36 AM,-888.88,-888.88,,,,,
3159,01/01/25 01:22:36 AM,-888.88,-888.88,,,,,
3160,01/01/25 02:22:36 AM,-888.88,-888.88,,,,,
3161,01/01/25 03:22:36 AM,-888.88,-888.88,,,,,
3162,01/01/25 04:22:36 AM,-888.88,-888.88,,,,,
3163,01/01/25 05:22:36 AM,-888.88,-888.88,,,,,
3164,01/01/25 06:22:36 AM,-888.88,-888.88,,,,,
3165,01/01/25 07:22:36 AM,-888.88,-888.88,,,,,
3166,01/01/25 08:22:36 AM,-888.88,-888.88,,,,,
3167,01/01/25 09:22:36 AM,-888.88,-888.88,,,,,
3168,01/01/25 10:22:36 AM,-888.88,-888.88,,,,,
3169,01/01/25 11:22:36 AM,-888.88,-888.88,,,,,
3170,01/01/25 12:22:36 PM,-888.88,-888.88,,,,,
3171,01/01/25 01:22:36 PM,-888.88,-888.88,,,,,
3172,01/01/25 02:22:36 PM,-888.88,-888.88,,,,,
3173,01/01/25 03:22:36 PM,-888.88,-888.88,,,,,
3174,01/01/25 04:22:36 PM,-888.88,-888.88,,,,,
3175,01/01/25 05:22:36 PM,-888.88,-888.88,,,,,
3176,01/01/25 06:22:36 PM,-888.88,-888.88,,,,,
3177,01/01/25 07:22:36 PM,-888.88,-888.88,,,,,
3178,01/01/25 08:22:36 PM,-888.88,-888.88,,,,,
3179,01/01/25 09:22:36 PM,-888.88,-888.88,,,,,
3180,01/01/25 10:22:36 PM,-888.88,-888.88,,,,,
3181,01/01/25 11:22:36 PM,-888.88,-888.88,,,,,
3182,01/02/25 12:22:36 AM,-888.88,-888.88,,,,,
3183,01/02/25 01:22:36 AM,-888.88,-888.88,,,,,
3184,01/02/25 02:22:36 AM,-888.88,-888.88,,,,,
3185,01/02/25 03:22:36 AM,-888.88,-888.88,,,,,
3186,01/02/25 04:22:36 AM,-888.88,-888.88,,,,,
3187,01/02/25 05:22:36 AM,-888.88,-888.88,,,,,
3188,01/02/25 06:22:36 AM,-888.88,-888.88,,,,,
3189,01/02/25 07:22:36 AM,-888.88,-888.88,,,,,
3190,01/02/25 08:22:36 AM,-888.88,-888.88,,,,,
3191,01/02/25 09:22:36 AM,-888.88,-888.88,,,,,
3192,01/02/25 10:22:36 AM,-888.88,-888.88,,,,,
3193,01/02/25 11:22:36 AM,-888.88,-888.88,,,,,
3194,01/02/25 12:22:36 PM,-888.88,-888.88,,,,,
3195,01/02/25 01:22:36 PM,-888.88,-888.88,,,,,
3196,01/02/25 02:22:36 PM,-888.88,-888.88,,,,,
3197,01/02/25 03:22:36 PM,-888.88,-888.88,,,,,
3198,01/02/25 04:22:36 PM,-888.88,-888.88,,,,,
3199,01/02/25 05:22:36 PM,-888.88,-888.88,,,,,
3200,01/02/25 06:22:36 PM,-888.88,-888.88,,,,,
3201,01/02/25 07:22:36 PM,-888.88,-888.88,,,,,
3202,01/02/25 08:22:36 PM,-888.88,-888.88,,,,,
3203,01/02/25 09:22:36 PM,-888.88,-888.88,,,,,
3204,01/02/25 10:22:36 PM,-888.88,-888.88,,,,,
3205,01/02/25 11:22:36 PM,-888.88,-888.88,,,,,
3206,01/03/25 12:22:36 AM,-888.88,-888.88,,,,,
3207,01/03/25 01:22:36 AM,-888.88,-888.88,,,,,
3208,01/03/25 02:22:36 AM,-888.88,-888.88,,,,,
3209,01/03/25 03:22:36 AM,-888.88,-888.88,,,,,
3210,01/03/25 04:22:36 AM,-888.88,-888.88,,,,,
3211,01/03/25 05:22:36 AM,-888.88,-888.88,,,,,
3212,01/03/25 06:22:36 AM,-888.88,-888.88,,,,,
3213,01/03/25 07:22:36 AM,-888.88,-888.88,,,,,
3214,01/03/25 08:22:36 AM,-888.88,-888.88,,,,,
3215,01/03/25 09:22:36 AM,-888.88,-888.88,,,,,
3216,01/03/25 10:22:36 AM,-888.88,-888.88,,,,,
3217,01/03/25 11:22:36 AM,-888.88,-888.88,,,,,
3218,01/03/25 12:22:36 PM,-888.88,-888.88,,,,,
3219,01/03/25 01:22:36 PM,-888.88,-888.88,,,,,
3220,01/03/25 02:22:36 PM,-888.88,-888.88,,,,,
3221,01/03/25 03:22:36 PM,-888.88,-888.88,,,,,
3222,01/03/25 04:22:36 PM,-888.88,-888.88,,,,,
3223,01/03/25 05:22:36 PM,-888.88,-888.88,,,,,
3224,01/03/25 06:22:36 PM,-888.88,-888.88,,,,,
3225,01/03/25 07:22:36 PM,-888.88,-888.88,,,,,
3226,01/03/25 08:22:36 PM,-888.88,-888.88,,,,,
3227,01/03/25 09:22:36 PM,-888.88,-888.88,,,,,
3228,01/03/25 10:22:36 PM,-888.88,-888.88,,,,,
3229,01/03/25 11:22:36 PM,-888.88,-888.88,,,,,
3230,01/04/25 12:22:36 AM,-888.88,-888.88,,,,,
3231,01/04/25 01:22:36 AM,-888.88,-888.88,,,,,
3232,01/04/25 02:22:36 AM,-888.88,-888.88,,,,,
3233,01/04/25 03:22:36 AM,-888.88,-888.88,,,,,
3234,01/04/25 04:22:36 AM,-888.88,-888.88,,,,,
3235,01/04/25 05:22:36 AM,-888.88,-888.88,,,,,
3236,01/04/25 06:22:36 AM,-888.88,-888.88,,,,,
3237,01/04/25 07:22:36 AM,-888.88,-888.88,,,,,
3238,01/04/25 08:22:36 AM,-888.88,-888.88,,,,,
3239,01/04/25 09:22:36 AM,-888.88,-888.88,,,,,
3240,01/04/25 10:22:36 AM,-888.88,-888.88,,,,,
3241,01/04/25 11:22:36 AM,-888.88,-888.88,,,,,
3242,01/04/25 12:22:36 PM,-888.88,-888.88,,,,,
3243,01/04/25 01:22:36 PM,-888.88,-888.88,,,,,
3244,01/04/25 02:22:36 PM,-888.88,-888.88,,,,,
3245,01/04/25 03:22:36 PM,-888.88,-888.88,,,,,
3246,01/04/25 04:22:36 PM,-888.88,-888.88,,,,,
3247,01/04/25 05:22:36 PM,-888.88,-888.88,,,,,
3248,01/04/25 06:22:36 PM,-888.88,-888.88,,,,,
3249,01/04/25 07:22:36 PM,-888.88,-888.88,,,,,
3250,01/04/25 08:22:36 PM,-888.88,-888.88,,,,,
3251,01/04/25 09:22:36 PM,-888.88,-888.88,,,,,
3252,01/04/25 10:22:36 PM,-888.88,-888.88,,,,,
3253,01/04/25 11:22:36 PM,-888.88,-888.88,,,,,
3254,01/05/25 12:22:36 AM,-888.88,-888.88,,,,,
3255,01/05/25 01:22:36 AM,-888.88,-888.88,,,,,
3256,01/05/25 02:22:36 AM,-888.88,-888.88,,,,,
3257,01/05/25 03:22:36 AM,-888.88,-888.88,,,,,
3258,01/05/25 04:22:36 AM,-888.88,-888.88,,,,,
3259,01/05/25 05:22:36 AM,-888.88,-888.88,,,,,
3260,01/05/25 06:22:36 AM,-888.88,-888.88,,,,,
3261,01/05/25 07:22:36 AM,-888.88,-888.88,,,,,
3262,01/05/25 08:22:36 AM,-888.88,-888.88,,,,,
3263,01/05/25 09:22:36 AM,-888.88,-888.88,,,,,
3264,01/05/25 10:22:36 AM,-888.88,-888.88,,,,,
3265,01/05/25 11:22:36 AM,-888.88,-888.88,,,,,
3266,01/05/25 12:22:36 PM,-888.88,-888.88,,,,,
3267,01/05/25 01:22:36 PM,-888.88,-888.88,,,,,
3268,01/05/25 02:22:36 PM,-888.88,-888.88,,,,,
3269,01/05/25 03:22:36 PM,-888.88,-888.88,,,,,
3270,01/05/25 04:22:36 PM,-888.88,-888.88,,,,,
3271,01/05/25 05:22:36 PM,-888.88,-888.88,,,,,
3272,01/05/25 06:22:36 PM,-888.88,-888.88,,,,,
3273,01/05/25 07:22:36 PM,-888.88,-888.88,,,,,
3274,01/05/25 08:22:36 PM,-888.88,-888.88,,,,,
3275,01/05/25 09:22:36 PM,-888.88,-888.88,,,,,
3276,01/05/25 10:22:36 PM,-888.88,-888.88,,,,,
3277,01/05/25 11:22:36 PM,-888.88,-888.88,,,,,
3278,01/06/25 12:22:36 AM,-888.88,-888.88,,,,,
3279,01/06/25 01:22:36 AM,-888.88,-888.88,,,,,
3280,01/06/25 02:22:36 AM,-888.88,-888.88,,,,,
3281,01/06/25 03:22:36 AM,-888.88,-888.88,,,,,
3282,01/06/25 04:22:36 AM,-888.88,-888.88,,,,,
3283,01/06/25 05:22:36 AM,-888.88,-888.88,,,,,
3284,01/06/25 06:22:36 AM,-888.88,-888.88,,,,,
3285,01/06/25 07:22:36 AM,-888.88,-888.88,,,,,
3286,01/06/25 08:22:36 AM,-888.88,-888.88,,,,,
3287,01/06/25 09:22:36 AM,-888.88,-888.88,,,,,
3288,01/06/25 10:22:36 AM,-888.88,-888.88,,,,,
3289,01/06/25 11:22:36 AM,-888.88,-888.88,,,,,
3290,01/06/25 12:22:36 PM,-888.88,-888.88,,,,,
3291,01/06/25 01:22:36 PM,-888.88,-888.88,,,,,
3292,01/06/25 02:22:36 PM,-888.88,-888.88,,,,,
3293,01/06/25 03:22:36 PM,-888.88,-888.88,,,,,
3294,01/06/25 04:22:36 PM,-888.88,-888.88,,,,,
3295,01/06/25 05:22:36 PM,-888.88,-888.88,,,,,
3296,01/06/25 06:22:36 PM,-888.88,-888.88,,,,,
3297,01/06/25 07:22:36 PM,-888.88,-888.88,,,,,
3298,01/06/25 08:22:36 PM,-888.88,-888.88,,,,,
3299,01/06/25 09:22:36 PM,-888.88,-888.88,,,,,
3300,01/06/25 10:22:36 PM,-888.88,-888.88,,,,,
3301,01/06/25 11:22:36 PM,-888.88,-888.88,,,,,
3302,01/07/25 12:22:36 AM,-888.88,-888.88,,,,,
3303,01/07/25 01:22:36 AM,-888.88,-888.88,,,,,
3304,01/07/25 02:22:36 AM,-888.88,-888.88,,,,,
3305,01/07/25 03:22:36 AM,-888.88,-888.88,,,,,
3306,01/07/25 04:22:36 AM,-888.88,-888.88,,,,,
3307,01/07/25 05:22:36 AM,-888.88,-888.88,,,,,
3308,01/07/25 06:22:36 AM,-888.88,-888.88,,,,,
3309,01/07/25 07:22:36 AM,-888.88,-888.88,,,,,
3310,01/07/25 08:22:36 AM,-888.88,-888.88,,,,,
3311,01/07/25 09:22:36 AM,-888.88,-888.88,,,,,
3312,01/07/25 10:22:36 AM,-888.88,-888.88,,,,,
3313,01/07/25 11:22:36 AM,-888.88,-888.88,,,,,
3314,01/07/25 12:22:36 PM,-888.88,-888.88,,,,,
3315,01/07/25 01:22:36 PM,-888.88,-888.88,,,,,
3316,01/07/25 02:22:36 PM,-888.88,-888.88,,,,,
3317,01/07/25 03:22:36 PM,-888.88,-888.88,,,,,
3318,01/07/25 04:22:36 PM,-888.88,-888.88,,,,,
3319,01/07/25 05:22:36 PM,-888.88,-888.88,,,,,
3320,01/07/25 06:22:36 PM,-888.88,-888.88,,,,,
3321,01/07/25 07:22:36 PM,-888.88,-888.88,,,,,
3322,01/07/25 08:22:36 PM,-888.88,-888.88,,,,,
3323,01/07/25 09:22:36 PM,-888.88,-888.88,,,,,
3324,01/07/25 10:22:36 PM,-888.88,-888.88,,,,,
3325,01/07/25 11:22:36 PM,-888.88,-888.88,,,,,
3326,01/08/25 12:22:36 AM,-888.88,-888.88,,,,,
3327,01/08/25 01:22:36 AM,-888.88,-888.88,,,,,
3328,01/08/25 02:22:36 AM,-888.88,-888.88,,,,,
3329,01/08/25 03:22:36 AM,-888.88,-888.88,,,,,
3330,01/08/25 04:22:36 AM,-888.88,-888.88,,,,,
3331,01/08/25 05:22:36 AM,-888.88,-888.88,,,,,
3332,01/08/25 06:22:36 AM,-888.88,-888.88,,,,,
3333,01/08/25 07:22:36 AM,-888.88,-888.88,,,,,
3334,01/08/25 08:22:36 AM,-888.88,-888.88,,,,,
3335,01/08/25 09:22:36 AM,-888.88,-888.88,,,,,
3336,01/08/25 10:22:36 AM,-888.88,-888.88,,,,,
3337,01/08/25 11:22:36 AM,-888.88,-888.88,,,,,
3338,01/08/25 12:22:36 PM,-888.88,-888.88,,,,,
3339,01/08/25 01:22:36 PM,-888.88,-888.88,,,,,
3340,01/08/25 02:22:36 PM,-888.88,-888.88,,,,,
3341,01/08/25 03:22:36 PM,-888.88,-888.88,,,,,
3342,01/08/25 04:22:36 PM,-888.88,-888.88,,,,,
3343,01/08/25 05:22:36 PM,-888.88,-888.88,,,,,
3344,01/08/25 06:22:36 PM,-888.88,-888.88,,,,,
3345,01/08/25 07:22:36 PM,-888.88,-888.88,,,,,
3346,01/08/25 08:22:36 PM,-888.88,-888.88,,,,,
3347,01/08/25 09:22:36 PM,-888.88,-888.88,,,,,
3348,01/08/25 10:22:36 PM,-888.88,-888.88,,,,,
3349,01/08/25 11:22:36 PM,-888.88,-888.88,,,,,
3350,01/09/25 12:22:36 AM,-888.88,-888.88,,,,,
3351,01/09/25 01:22:36 AM,-888.88,-888.88,,,,,
3352,01/09/25 02:22:36 AM,-888.88,-888.88,,,,,
3353,01/09/25 03:22:36 AM,-888.88,-888.88,,,,,
3354,01/09/25 04:22:36 AM,-888.88,-888.88,,,,,
3355,01/09/25 05:22:36 AM,-888.88,-888.88,,,,,
3356,01/09/25 06:22:36 AM,-888.88,-888.88,,,,,
3357,01/09/25 07:22:36 AM,-888.88,-888.88,,,,,
3358,01/09/25 08:22:36 AM,-888.88,-888.88,,,,,
3359,01/09/25 09:22:36 AM,-888.88,-888.88,,,,,
3360,01/09/25 10:22:36 AM,-888.88,-888.88,,,,,
3361,01/09/25 11:22:36 AM,-888.88,-888.88,,,,,
3362,01/09/25 12:22:36 PM,-888.88,-888.88,,,,,
3363,01/09/25 01:22:36 PM,-888.88,-888.88,,,,,
3364,01/09/25 02:22:36 PM,-888.88,-888.88,,,,,
3365,01/09/25 03:22:36 PM,-888.88,-888.88,,,,,
3366,01/09/25 04:22:36 PM,-888.88,-888.88,,,,,
3367,01/09/25 05:22:36 PM,-888.88,-888.88,,,,,
3368,01/09/25 06:22:36 PM,-888.88,-888.88,,,,,
3369,01/09/25 07:22:36 PM,-888.88,-888.88,,,,,
3370,01/09/25 08:22:36 PM,-888.88,-888.88,,,,,
3371,01/09/25 09:22:36 PM,-888.88,-888.88,,,,,
3372,01/09/25 10:22:36 PM,-888.88,-888.88,,,,,
3373,01/09/25 11:22:36 PM,-888.88,-888.88,,,,,
3374,01/10/25 12:22:36 AM,-888.88,-888.88,,,,,
3375,01/10/25 01:22:36 AM,-888.88,-888.88,,,,,
3376,01/10/25 02:22:36 AM,-888.88,-888.88,,,,,
3377,01/10/25 03:22:36 AM,-888.88,-888.88,,,,,
3378,01/10/25 04:22:36 AM,-888.88,-888.88,,,,,
3379,01/10/25 05:22:36 AM,-888.88,-888.88,,,,,
3380,01/10/25 06:22:36 AM,-888.88,-888.88,,,,,
3381,01/10/25 07:22:36 AM,-888.88,-888.88,,,,,
3382,01/10/25 08:22:36 AM,-888.88,-888.88,,,,,
3383,01/10/25 09:22:36 AM,-888.88,-888.88,,,,,
3384,01/10/25 10:22:36 AM,-888.88,-888.88,,,,,
3385,01/10/25 11:22:36 AM,-888.88,-888.88,,,,,
3386,01/10/25 12:22:36 PM,-888.88,-888.88,,,,,
3387,01/10/25 01:22:36 PM,-888.88,-888.88,,,,,
3388,01/10/25 02:22:36 PM,-888.88,-888.88,,,,,
3389,01/10/25 03:22:36 PM,-888.88,-888.88,,,,,
3390,01/10/25 04:22:36 PM,-888.88,-888.88,,,,,
3391,01/10/25 05:22:36 PM,-888.88,-888.88,,,,,
3392,01/10/25 06:22:36 PM,-888.88,-888.88,,,,,
3393,01/10/25 07:22:36 PM,-888.88,-888.88,,,,,
3394,01/10/25 08:22:36 PM,-888.88,-888.88,,,,,
3395,01/10/25 09:22:36 PM,-888.88,-888.88,,,,,
3396,01/10/25 10:22:36 PM,-888.88,-888.88,,,,,
3397,01/10/25 11:22:36 PM,-888.88,-888.88,,,,,
3398,01/11/25 12:22:36 AM,-888.88,-888.88,,,,,
3399,01/11/25 01:22:36 AM,-888.88,-888.88,,,,,
3400,01/11/25 02:22:36 AM,-888.88,-888.88,,,,,
3401,01/11/25 03:22:36 AM,-888.88,-888.88,,,,,
3402,01/11/25 04:22:36 AM,-888.88,-888.88,,,,,
3403,01/11/25 05:22:36 AM,-888.88,-888.88,,,,,
3404,01/11/25 06:22:36 AM,-888.88,-888.88,,,,,
3405,01/11/25 07:22:36 AM,-888.88,-888.88,,,,,
3406,01/11/25 08:22:36 AM,-888.88,-888.88,,,,,
3407,01/11/25 09:22:36 AM,-888.88,-888.88,,,,,
3408,01/11/25 10:22:36 AM,-888.88,-888.88,,,,,
3409,01/11/25 11:22:36 AM,-888.88,-888.88,,,,,
3410,01/11/25 12:22:36 PM,-888.88,-888.88,,,,,
3411,01/11/25 01:22:36 PM,-888.88,-888.88,,,,,
3412,01/11/25 02:22:36 PM,-888.88,-888.88,,,,,
3413,01/11/25 03:22:36 PM,-888.88,-888.88,,,,,
3414,01/11/25 04:22:36 PM,-888.88,-888.88,,,,,
3415,01/11/25 05:22:36 PM,-888.88,-888.88,,,,,
3416,01/11/25 06:22:36 PM,-888.88,-888.88,,,,,
3417,01/11/25 07:22:36 PM,-888.88,-888.88,,,,,
3418,01/11/25 08:22:36 PM,-888.88,-888.88,,,,,
3419,01/11/25 09:22:36 PM,-888.88,-888.88,,,,,
3420,01/11/25 10:22:36 PM,-888.88,-888.88,,,,,
3421,01/11/25 11:22:36 PM,-888.88,-888.88,,,,,
3422,01/12/25 12:22:36 AM,-888.88,-888.88,,,,,
3423,01/12/25 01:22:36 AM,-888.88,-888.88,,,,,
3424,01/12/25 02:22:36 AM,-888.88,-888.88,,,,,
3425,01/12/25 03:22:36 AM,-888.88,-888.88,,,,,
3426,01/12/25 04:22:36 AM,-888.88,-888.88,,,,,
3427,01/12/25 05:22:36 AM,-888.88,-888.88,,,,,
3428,01/12/25 06:22:36 AM,-888.88,-888.88,,,,,
3429,01/12/25 07:22:36 AM,-888.88,-888.88,,,,,
3430,01/12/25 08:22:36 AM,-888.88,-888.88,,,,,
3431,01/12/25 09:22:36 AM,-888.88,-888.88,,,,,
3432,01/12/25 10:22:36 AM,-888.88,-888.88,,,,,
3433,01/12/25 11:22:36 AM,-888.88,-888.88,,,,,
3434,01/12/25 12:22:36 PM,-888.88,-888.88,,,,,
3435,01/12/25 01:22:36 PM,-888.88,-888.88,,,,,
3436,01/12/25 02:22:36 PM,-888.88,-888.88,,,,,
3437,01/12/25 03:22:36 PM,-888.88,-888.88,,,,,
3438,01/12/25 04:22:36 PM,-888.88,-888.88,,,,,
3439,01/12/25 05:22:36 PM,-888.88,-888.88,,,,,
3440,01/12/25 06:22:36 PM,-888.88,-888.88,,,,,
3441,01/12/25 07:22:36 PM,-888.88,-888.88,,,,,
3442,01/12/25 08:22:36 PM,-888.88,-888.88,,,,,
3443,01/12/25 09:22:36 PM,-888.88,-888.88,,,,,
3444,01/12/25 10:22:36 PM,-888.88,-888.88,,,,,
3445,01/12/25 11:22:36 PM,-888.88,-888.88,,,,,
3446,01/13/25 12:22:36 AM,-888.88,-888.88,,,,,
3447,01/13/25 01:22:36 AM,-888.88,-888.88,,,,,
3448,01/13/25 02:22:36 AM,-888.88,-888.88,,,,,
3449,01/13/25 03:22:36 AM,-888.88,-888.88,,,,,
3450,01/13/25 04:22:36 AM,-888.88,-888.88,,,,,
3451,01/13/25 05:22:36 AM,-888.88,-888.88,,,,,
3452,01/13/25 06:22:36 AM,-888.88,-888.88,,,,,
3453,01/13/25 07:22:36 AM,-888.88,-888.88,,,,,
3454,01/13/25 08:22:36 AM,-888.88,-888.88,,,,,
3455,01/13/25 09:22:36 AM,-888.88,-888.88,,,,,
3456,01/13/25 10:22:36 AM,-888.88,-888.88,,,,,
3457,01/13/25 11:22:36 AM,-888.88,-888.88,,,,,
3458,01/13/25 12:22:36 PM,-888.88,-888.88,,,,,
3459,01/13/25 01:22:36 PM,-888.88,-888.88,,,,,
3460,01/13/25 02:22:36 PM,-888.88,-888.88,,,,,
3461,01/13/25 03:22:36 PM,-888.88,-888.88,,,,,
3462,01/13/25 04:22:36 PM,-888.88,-888.88,,,,,
3463,01/13/25 05:22:36 PM,-888.88,-888.88,,,,,
3464,01/13/25 06:22:36 PM,-888.88,-888.88,,,,,
3465,01/13/25 07:22:36 PM,-888.88,-888.88,,,,,
3466,01/13/25 08:22:36 PM,-888.88,-888.88,,,,,
3467,01/13/25 09:22:36 PM,-888.88,-888.88,,,,,
3468,01/13/25 10:22:36 PM,-888.88,-888.88,,,,,
3469,01/13/25 11:22:36 PM,-888.88,-888.88,,,,,
3470,01/14/25 12:22:36 AM,-888.88,-888.88,,,,,
3471,01/14/25 01:22:36 AM,-888.88,-888.88,,,,,
3472,01/14/25 02:22:36 AM,-888.88,-888.88,,,,,
3473,01/14/25 03:22:36 AM,-888.88,-888.88,,,,,
3474,01/14/25 04:22:36 AM,-888.88,-888.88,,,,,
3475,01/14/25 05:22:36 AM,-888.88,-888.88,,,,,
3476,01/14/25 06:22:36 AM,-888.88,-888.88,,,,,
3477,01/14/25 07:22:36 AM,-888.88,-888.88,,,,,
3478,01/14/25 08:22:36 AM,-888.88,-888.88,,,,,
3479,01/14/25 09:22:36 AM,-888.88,-888.88,,,,,
3480,01/14/25 10:22:36 AM,-888.88,-888.88,,,,,
3481,01/14/25 11:22:36 AM,-888.88,-888.88,,,,,
3482,01/14/25 12:22:36 PM,-888.88,-888.88,,,,,
3483,01/14/25 01:22:36 PM,-888.88,-888.88,,,,,
3484,01/14/25 02:22:36 PM,-888.88,-888.88,,,,,
3485,01/14/25 03:22:36 PM,-888.88,-888.88,,,,,
3486,01/14/25 04:22:36 PM,-888.88,-888.88,,,,,
3487,01/14/25 05:22:36 PM,-888.88,-888.88,,,,,
3488,01/14/25 06:22:36 PM,-888.88,-888.88,,,,,
3489,01/14/25 07:22:36 PM,-888.88,-888.88,,,,,
3490,01/14/25 08:22:36 PM,-888.88,-888.88,,,,,
3491,01/14/25 09:22:36 PM,-888.88,-888.88,,,,,
3492,01/14/25 10:22:36 PM,-888.88,-888.88,,,,,
3493,01/14/25 11:22:36 PM,-888.88,-888.88,,,,,
3494,01/15/25 12:22:36 AM,-888.88,-888.88,,,,,
3495,01/15/25 01:22:36 AM,-888.88,-888.88,,,,,
3496,01/15/25 02:22:36 AM,-888.88,-888.88,,,,,
3497,01/15/25 03:22:36 AM,-888.88,-888.88,,,,,
3498,01/15/25 04:22:36 AM,-888.88,-888.88,,,,,
3499,01/15/25 05:22:36 AM,-888.88,-888.88,,,,,
3500,01/15/25 06:22:36 AM,-888.88,-888.88,,,,,
3501,01/15/25 07:22:36 AM,-888.88,-888.88,,,,,
3502,01/15/25 08:22:36 AM,-888.88,-888.88,,,,,
3503,01/15/25 09:22:36 AM,-888.88,-888.88,,,,,
3504,01/15/25 10:22:36 AM,-888.88,-888.88,,,,,
3505,01/15/25 11:22:36 AM,-888.88,-888.88,,,,,
