"Plot Title: 21909582"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909582, SEN S/N: 21909582)","Temp, °F (LGR S/N: 21909582, SEN S/N: 21909582)","Expired Sensor Cap (LGR S/N: 21909582)","Missing Sensor Cap (LGR S/N: 21909582)","Coupler Detached (LGR S/N: 21909582)","Coupler Attached (LGR S/N: 21909582)","Stopped (LGR S/N: 21909582)","End Of File (LGR S/N: 21909582)"
3905,02/04/25 03:50:08 AM,-888.88,-888.88,,,,,,
3906,02/04/25 04:50:08 AM,-888.88,-888.88,,,,,,
3907,02/04/25 05:50:08 AM,-888.88,-888.88,,,,,,
3908,02/04/25 06:50:08 AM,-888.88,-888.88,,,,,,
3909,02/04/25 07:50:08 AM,-888.88,-888.88,,,,,,
3910,02/04/25 08:50:08 AM,-888.88,-888.88,,,,,,
3911,02/04/25 09:50:08 AM,-888.88,-888.88,,,,,,
3912,02/04/25 10:50:08 AM,-888.88,-888.88,,,,,,
3913,02/04/25 11:50:08 AM,-888.88,-888.88,,,,,,
3914,02/04/25 12:50:08 PM,-888.88,-888.88,,,,,,
3915,02/04/25 01:50:08 PM,-888.88,-888.88,,,,,,
3916,02/04/25 02:50:08 PM,-888.88,-888.88,,,,,,
3917,02/04/25 03:50:08 PM,-888.88,-888.88,,,,,,
3918,02/04/25 04:50:08 PM,-888.88,-888.88,,,,,,
3919,02/04/25 05:50:08 PM,-888.88,-888.88,,,,,,
3920,02/04/25 06:50:08 PM,-888.88,-888.88,,,,,,
3921,02/04/25 07:50:08 PM,-888.88,-888.88,,,,,,
3922,02/04/25 08:50:08 PM,-888.88,-888.88,,,,,,
3923,02/04/25 09:50:08 PM,-888.88,-888.88,,,,,,
3924,02/04/25 10:50:08 PM,-888.88,-888.88,,,,,,
3925,02/04/25 11:50:08 PM,-888.88,-888.88,,,,,,
3926,02/05/25 12:50:08 AM,-888.88,-888.88,,,,,,
3927,02/05/25 01:50:08 AM,-888.88,-888.88,,,,,,
3928,02/05/25 02:50:08 AM,-888.88,-888.88,,,,,,
3929,02/05/25 03:50:08 AM,-888.88,-888.88,,,,,,
3930,02/05/25 04:50:08 AM,-888.88,-888.88,,,,,,
3931,02/05/25 05:50:08 AM,-888.88,-888.88,,,,,,
3932,02/05/25 06:50:08 AM,-888.88,-888.88,,,,,,
3933,02/05/25 07:50:08 AM,-888.88,-888.88,,,,,,
3934,02/05/25 08:50:08 AM,-888.88,-888.88,,,,,,
3935,02/05/25 09:50:08 AM,-888.88,-888.88,,,,,,
3936,02/05/25 10:50:08 AM,-888.88,-888.88,,,,,,
3937,02/05/25 11:50:08 AM,-888.88,-888.88,,,,,,
3938,02/05/25 12:50:08 PM,-888.88,-888.88,,,,,,
3939,02/05/25 01:50:08 PM,-888.88,-888.88,,,,,,
3940,02/05/25 02:50:08 PM,-888.88,-888.88,,,,,,
3941,02/05/25 03:50:08 PM,-888.88,-888.88,,,,,,
3942,02/05/25 04:50:08 PM,-888.88,-888.88,,,,,,
3943,02/05/25 05:50:08 PM,-888.88,-888.88,,,,,,
3944,02/05/25 06:50:08 PM,-888.88,-888.88,,,,,,
3945,02/05/25 07:50:08 PM,-888.88,-888.88,,,,,,
3946,02/05/25 08:50:08 PM,-888.88,-888.88,,,,,,
3947,02/05/25 09:50:08 PM,-888.88,-888.88,,,,,,
3948,02/05/25 10:50:08 PM,-888.88,-888.88,,,,,,
3949,02/05/25 11:50:08 PM,-888.88,-888.88,,,,,,
3950,02/06/25 12:50:08 AM,-888.88,-888.88,,,,,,
3951,02/06/25 01:50:08 AM,-888.88,-888.88,,,,,,
3952,02/06/25 02:50:08 AM,-888.88,-888.88,,,,,,
3953,02/06/25 03:50:08 AM,-888.88,-888.88,,,,,,
3954,02/06/25 04:50:08 AM,-888.88,-888.88,,,,,,
3955,02/06/25 05:50:08 AM,-888.88,-888.88,,,,,,
3956,02/06/25 06:50:08 AM,-888.88,-888.88,,,,,,
3957,02/06/25 07:50:08 AM,-888.88,-888.88,,,,,,
3958,02/06/25 08:50:08 AM,-888.88,-888.88,,,,,,
3959,02/06/25 09:50:08 AM,-888.88,-888.88,,,,,,
3960,02/06/25 10:50:08 AM,-888.88,-888.88,,,,,,
3961,02/06/25 11:50:08 AM,-888.88,-888.88,,,,,,
3962,02/06/25 12:50:08 PM,-888.88,-888.88,,,,,,
3963,02/06/25 01:50:08 PM,-888.88,-888.88,,,,,,
3964,02/06/25 02:50:08 PM,-888.88,-888.88,,,,,,
3965,02/06/25 03:50:08 PM,-888.88,-888.88,,,,,,
3966,02/06/25 04:50:08 PM,-888.88,-888.88,,,,,,
3967,02/06/25 05:50:08 PM,-888.88,-888.88,,,,,,
3968,02/06/25 06:50:08 PM,-888.88,-888.88,,,,,,
3969,02/06/25 07:50:08 PM,-888.88,-888.88,,,,,,
3970,02/06/25 08:50:08 PM,-888.88,-888.88,,,,,,
3971,02/06/25 09:50:08 PM,-888.88,-888.88,,,,,,
3972,02/06/25 10:50:08 PM,-888.88,-888.88,,,,,,
3973,02/06/25 11:50:08 PM,-888.88,-888.88,,,,,,
3974,02/07/25 12:50:08 AM,-888.88,-888.88,,,,,,
3975,02/07/25 01:50:08 AM,-888.88,-888.88,,,,,,
3976,02/07/25 02:50:08 AM,-888.88,-888.88,,,,,,
3977,02/07/25 03:50:08 AM,-888.88,-888.88,,,,,,
3978,02/07/25 04:50:08 AM,-888.88,-888.88,,,,,,
3979,02/07/25 05:50:08 AM,-888.88,-888.88,,,,,,
3980,02/07/25 06:50:08 AM,-888.88,-888.88,,,,,,
3981,02/07/25 07:50:08 AM,-888.88,-888.88,,,,,,
3982,02/07/25 08:50:08 AM,-888.88,-888.88,,,,,,
3983,02/07/25 09:50:08 AM,-888.88,-888.88,,,,,,
3984,02/07/25 10:50:08 AM,-888.88,-888.88,,,,,,
3985,02/07/25 11:50:08 AM,-888.88,-888.88,,,,,,
3986,02/07/25 12:50:08 PM,-888.88,-888.88,,,,,,
3987,02/07/25 01:50:08 PM,-888.88,-888.88,,,,,,
3988,02/07/25 02:50:08 PM,-888.88,-888.88,,,,,,
3989,02/07/25 03:50:08 PM,-888.88,-888.88,,,,,,
3990,02/07/25 04:50:08 PM,-888.88,-888.88,,,,,,
3991,02/07/25 05:50:08 PM,-888.88,-888.88,,,,,,
3992,02/07/25 06:50:08 PM,-888.88,-888.88,,,,,,
3993,02/07/25 07:50:08 PM,-888.88,-888.88,,,,,,
3994,02/07/25 08:50:08 PM,-888.88,-888.88,,,,,,
3995,02/07/25 09:50:08 PM,-888.88,-888.88,,,,,,
3996,02/07/25 10:50:08 PM,-888.88,-888.88,,,,,,
3997,02/07/25 11:50:08 PM,-888.88,-888.88,,,,,,
3998,02/08/25 12:50:08 AM,-888.88,-888.88,,,,,,
3999,02/08/25 01:50:08 AM,-888.88,-888.88,,,,,,
4000,02/08/25 02:50:08 AM,-888.88,-888.88,,,,,,
4001,02/08/25 03:50:08 AM,-888.88,-888.88,,,,,,
4002,02/08/25 04:50:08 AM,-888.88,-888.88,,,,,,
4003,02/08/25 05:50:08 AM,-888.88,-888.88,,,,,,
4004,02/08/25 06:50:08 AM,-888.88,-888.88,,,,,,
4005,02/08/25 07:50:08 AM,-888.88,-888.88,,,,,,
4006,02/08/25 08:50:08 AM,-888.88,-888.88,,,,,,
4007,02/08/25 09:50:08 AM,-888.88,-888.88,,,,,,
4008,02/08/25 10:50:08 AM,-888.88,-888.88,,,,,,
4009,02/08/25 11:50:08 AM,-888.88,-888.88,,,,,,
4010,02/08/25 12:50:08 PM,-888.88,-888.88,,,,,,
4011,02/08/25 01:50:08 PM,-888.88,-888.88,,,,,,
4012,02/08/25 02:50:08 PM,-888.88,-888.88,,,,,,
4013,02/08/25 03:50:08 PM,-888.88,-888.88,,,,,,
4014,02/08/25 04:50:08 PM,-888.88,-888.88,,,,,,
4015,02/08/25 05:50:08 PM,-888.88,-888.88,,,,,,
4016,02/08/25 06:50:08 PM,-888.88,-888.88,,,,,,
4017,02/08/25 07:50:08 PM,-888.88,-888.88,,,,,,
4018,02/08/25 08:50:08 PM,-888.88,-888.88,,,,,,
4019,02/08/25 09:50:08 PM,-888.88,-888.88,,,,,,
4020,02/08/25 10:50:08 PM,-888.88,-888.88,,,,,,
4021,02/08/25 11:50:08 PM,-888.88,-888.88,,,,,,
4022,02/09/25 12:50:08 AM,-888.88,-888.88,,,,,,
4023,02/09/25 01:50:08 AM,-888.88,-888.88,,,,,,
4024,02/09/25 02:50:08 AM,-888.88,-888.88,,,,,,
4025,02/09/25 03:50:08 AM,-888.88,-888.88,,,,,,
4026,02/09/25 04:50:08 AM,-888.88,-888.88,,,,,,
4027,02/09/25 05:50:08 AM,-888.88,-888.88,,,,,,
4028,02/09/25 06:50:08 AM,-888.88,-888.88,,,,,,
4029,02/09/25 07:50:08 AM,-888.88,-888.88,,,,,,
4030,02/09/25 08:50:08 AM,-888.88,-888.88,,,,,,
4031,02/09/25 09:50:08 AM,-888.88,-888.88,,,,,,
4032,02/09/25 10:50:08 AM,-888.88,-888.88,,,,,,
4033,02/09/25 11:50:08 AM,-888.88,-888.88,,,,,,
4034,02/09/25 12:50:08 PM,-888.88,-888.88,,,,,,
4035,02/09/25 01:50:08 PM,-888.88,-888.88,,,,,,
4036,02/09/25 02:50:08 PM,-888.88,-888.88,,,,,,
4037,02/09/25 03:50:08 PM,-888.88,-888.88,,,,,,
4038,02/09/25 04:50:08 PM,-888.88,-888.88,,,,,,
4039,02/09/25 05:50:08 PM,-888.88,-888.88,,,,,,
4040,02/09/25 06:50:08 PM,-888.88,-888.88,,,,,,
4041,02/09/25 07:50:08 PM,-888.88,-888.88,,,,,,
4042,02/09/25 08:50:08 PM,-888.88,-888.88,,,,,,
4043,02/09/25 09:50:08 PM,-888.88,-888.88,,,,,,
4044,02/09/25 10:50:08 PM,-888.88,-888.88,,,,,,
4045,02/09/25 11:50:08 PM,-888.88,-888.88,,,,,,
4046,02/10/25 12:50:08 AM,-888.88,-888.88,,,,,,
4047,02/10/25 01:50:08 AM,-888.88,-888.88,,,,,,
4048,02/10/25 02:50:08 AM,-888.88,-888.88,,,,,,
4049,02/10/25 03:50:08 AM,-888.88,-888.88,,,,,,
4050,02/10/25 04:50:08 AM,-888.88,-888.88,,,,,,
4051,02/10/25 05:50:08 AM,-888.88,-888.88,,,,,,
4052,02/10/25 06:50:08 AM,-888.88,-888.88,,,,,,
4053,02/10/25 07:50:08 AM,-888.88,-888.88,,,,,,
4054,02/10/25 08:50:08 AM,-888.88,-888.88,,,,,,
4055,02/10/25 09:50:08 AM,-888.88,-888.88,,,,,,
4056,02/10/25 10:50:08 AM,-888.88,-888.88,,,,,,
4057,02/10/25 11:50:08 AM,-888.88,-888.88,,,,,,
4058,02/10/25 12:50:08 PM,-888.88,-888.88,,,,,,
4059,02/10/25 01:50:08 PM,-888.88,-888.88,,,,,,
4060,02/10/25 02:50:08 PM,-888.88,-888.88,,,,,,
4061,02/10/25 03:50:08 PM,-888.88,-888.88,,,,,,
4062,02/10/25 04:50:08 PM,-888.88,-888.88,,,,,,
4063,02/10/25 05:50:08 PM,-888.88,-888.88,,,,,,
4064,02/10/25 06:50:08 PM,-888.88,-888.88,,,,,,
4065,02/10/25 07:50:08 PM,-888.88,-888.88,,,,,,
4066,02/10/25 08:50:08 PM,-888.88,-888.88,,,,,,
4067,02/10/25 09:50:08 PM,-888.88,-888.88,,,,,,
4068,02/10/25 10:50:08 PM,-888.88,-888.88,,,,,,
4069,02/10/25 11:50:08 PM,-888.88,-888.88,,,,,,
4070,02/11/25 12:50:08 AM,-888.88,-888.88,,,,,,
4071,02/11/25 01:50:08 AM,-888.88,-888.88,,,,,,
4072,02/11/25 02:50:08 AM,-888.88,-888.88,,,,,,
4073,02/11/25 03:50:08 AM,-888.88,-888.88,,,,,,
4074,02/11/25 04:50:08 AM,-888.88,-888.88,,,,,,
4075,02/11/25 05:50:08 AM,-888.88,-888.88,,,,,,
4076,02/11/25 06:50:08 AM,-888.88,-888.88,,,,,,
4077,02/11/25 07:50:08 AM,-888.88,-888.88,,,,,,
4078,02/11/25 08:50:08 AM,-888.88,-888.88,,,,,,
4079,02/11/25 09:50:08 AM,-888.88,-888.88,,,,,,
4080,02/11/25 10:50:08 AM,-888.88,-888.88,,,,,,
4081,02/11/25 11:50:08 AM,-888.88,-888.88,,,,,,
4082,02/11/25 12:50:08 PM,-888.88,-888.88,,,,,,
4083,02/11/25 01:50:08 PM,-888.88,-888.88,,,,,,
4084,02/11/25 02:50:08 PM,-888.88,-888.88,,,,,,
4085,02/11/25 03:50:08 PM,-888.88,-888.88,,,,,,
4086,02/11/25 04:50:08 PM,-888.88,-888.88,,,,,,
4087,02/11/25 05:50:08 PM,-888.88,-888.88,,,,,,
4088,02/11/25 06:50:08 PM,-888.88,-888.88,,,,,,
4089,02/11/25 07:50:08 PM,-888.88,-888.88,,,,,,
4090,02/11/25 08:50:08 PM,-888.88,-888.88,,,,,,
4091,02/11/25 09:50:08 PM,-888.88,-888.88,,,,,,
4092,02/11/25 10:50:08 PM,-888.88,-888.88,,,,,,
4093,02/11/25 11:50:08 PM,-888.88,-888.88,,,,,,
4094,02/12/25 12:50:08 AM,-888.88,-888.88,,,,,,
4095,02/12/25 01:50:08 AM,-888.88,-888.88,,,,,,
4096,02/12/25 02:50:08 AM,-888.88,-888.88,,,,,,
4097,02/12/25 03:50:08 AM,-888.88,-888.88,,,,,,
4098,02/12/25 04:50:08 AM,-888.88,-888.88,,,,,,
4099,02/12/25 05:50:08 AM,-888.88,-888.88,,,,,,
4100,02/12/25 06:50:08 AM,-888.88,-888.88,,,,,,
4101,02/12/25 07:50:08 AM,-888.88,-888.88,,,,,,
4102,02/12/25 08:50:08 AM,-888.88,-888.88,,,,,,
4103,02/12/25 09:50:08 AM,-888.88,-888.88,,,,,,
4104,02/12/25 10:50:08 AM,-888.88,-888.88,,,,,,
4105,02/12/25 11:50:08 AM,-888.88,-888.88,,,,,,
4106,02/12/25 12:50:08 PM,-888.88,-888.88,,,,,,
4107,02/12/25 01:50:08 PM,-888.88,-888.88,,,,,,
4108,02/12/25 02:50:08 PM,-888.88,-888.88,,,,,,
4109,02/12/25 03:50:08 PM,-888.88,-888.88,,,,,,
4110,02/12/25 04:50:08 PM,-888.88,-888.88,,,,,,
4111,02/12/25 05:50:08 PM,-888.88,-888.88,,,,,,
4112,02/12/25 06:50:08 PM,-888.88,-888.88,,,,,,
4113,02/12/25 07:50:08 PM,-888.88,-888.88,,,,,,
4114,02/12/25 08:50:08 PM,-888.88,-888.88,,,,,,
4115,02/12/25 09:50:08 PM,-888.88,-888.88,,,,,,
4116,02/12/25 10:50:08 PM,-888.88,-888.88,,,,,,
4117,02/12/25 11:50:08 PM,-888.88,-888.88,,,,,,
4118,02/13/25 12:50:08 AM,-888.88,-888.88,,,,,,
4119,02/13/25 01:50:08 AM,-888.88,-888.88,,,,,,
4120,02/13/25 02:50:08 AM,-888.88,-888.88,,,,,,
4121,02/13/25 03:50:08 AM,-888.88,-888.88,,,,,,
4122,02/13/25 04:50:08 AM,-888.88,-888.88,,,,,,
4123,02/13/25 05:50:08 AM,-888.88,-888.88,,,,,,
4124,02/13/25 06:50:08 AM,-888.88,-888.88,,,,,,
4125,02/13/25 07:50:08 AM,-888.88,-888.88,,,,,,
4126,02/13/25 08:50:08 AM,-888.88,-888.88,,,,,,
4127,02/13/25 09:50:08 AM,-888.88,-888.88,,,,,,
4128,02/13/25 10:50:08 AM,-888.88,-888.88,,,,,,
4129,02/13/25 11:50:08 AM,-888.88,-888.88,,,,,,
4130,02/13/25 12:50:08 PM,-888.88,-888.88,,,,,,
4131,02/13/25 01:50:08 PM,-888.88,-888.88,,,,,,
4132,02/13/25 02:50:08 PM,-888.88,-888.88,,,,,,
4133,02/13/25 03:50:08 PM,-888.88,-888.88,,,,,,
4134,02/13/25 04:50:08 PM,-888.88,-888.88,,,,,,
4135,02/13/25 05:50:08 PM,-888.88,-888.88,,,,,,
4136,02/13/25 06:50:08 PM,-888.88,-888.88,,,,,,
4137,02/13/25 07:50:08 PM,-888.88,-888.88,,,,,,
4138,02/13/25 08:50:08 PM,-888.88,-888.88,,,,,,
4139,02/13/25 09:50:08 PM,-888.88,-888.88,,,,,,
4140,02/13/25 10:50:08 PM,-888.88,-888.88,,,,,,
4141,02/13/25 11:50:08 PM,-888.88,-888.88,,,,,,
4142,02/14/25 12:50:08 AM,-888.88,-888.88,,,,,,
4143,02/14/25 01:50:08 AM,-888.88,-888.88,,,,,,
4144,02/14/25 02:50:08 AM,-888.88,-888.88,,,,,,
4145,02/14/25 03:50:08 AM,-888.88,-888.88,,,,,,
4146,02/14/25 04:50:08 AM,-888.88,-888.88,,,,,,
4147,02/14/25 05:50:08 AM,-888.88,-888.88,,,,,,
4148,02/14/25 06:50:08 AM,-888.88,-888.88,,,,,,
4149,02/14/25 07:50:08 AM,-888.88,-888.88,,,,,,
4150,02/14/25 08:50:08 AM,-888.88,-888.88,,,,,,
4151,02/14/25 09:50:08 AM,-888.88,-888.88,,,,,,
4152,02/14/25 10:50:08 AM,-888.88,-888.88,,,,,,
4153,02/14/25 11:50:08 AM,-888.88,-888.88,,,,,,
4154,02/14/25 12:50:08 PM,-888.88,-888.88,,,,,,
4155,02/14/25 01:50:08 PM,-888.88,-888.88,,,,,,
4156,02/14/25 02:50:08 PM,-888.88,-888.88,,,,,,
4157,02/14/25 03:50:08 PM,-888.88,-888.88,,,,,,
4158,02/14/25 04:50:08 PM,-888.88,-888.88,,,,,,
4159,02/14/25 05:50:08 PM,-888.88,-888.88,,,,,,
4160,02/14/25 06:50:08 PM,-888.88,-888.88,,,,,,
4161,02/14/25 07:50:08 PM,-888.88,-888.88,,,,,,
4162,02/14/25 08:50:08 PM,-888.88,-888.88,,,,,,
4163,02/14/25 09:50:08 PM,-888.88,-888.88,,,,,,
4164,02/14/25 10:50:08 PM,-888.88,-888.88,,,,,,
4165,02/14/25 11:50:08 PM,-888.88,-888.88,,,,,,
4166,02/15/25 12:50:08 AM,-888.88,-888.88,,,,,,
4167,02/15/25 01:50:08 AM,-888.88,-888.88,,,,,,
4168,02/15/25 02:50:08 AM,-888.88,-888.88,,,,,,
4169,02/15/25 03:50:08 AM,-888.88,-888.88,,,,,,
4170,02/15/25 04:50:08 AM,-888.88,-888.88,,,,,,
4171,02/15/25 05:50:08 AM,-888.88,-888.88,,,,,,
4172,02/15/25 06:50:08 AM,-888.88,-888.88,,,,,,
4173,02/15/25 07:50:08 AM,-888.88,-888.88,,,,,,
4174,02/15/25 08:50:08 AM,-888.88,-888.88,,,,,,
4175,02/15/25 09:50:08 AM,-888.88,-888.88,,,,,,
4176,02/15/25 10:50:08 AM,-888.88,-888.88,,,,,,
4177,02/15/25 11:50:08 AM,-888.88,-888.88,,,,,,
4178,02/15/25 12:50:08 PM,-888.88,-888.88,,,,,,
4179,02/15/25 01:50:08 PM,-888.88,-888.88,,,,,,
4180,02/15/25 02:50:08 PM,-888.88,-888.88,,,,,,
4181,02/15/25 03:50:08 PM,-888.88,-888.88,,,,,,
4182,02/15/25 04:50:08 PM,-888.88,-888.88,,,,,,
4183,02/15/25 05:50:08 PM,-888.88,-888.88,,,,,,
4184,02/15/25 06:50:08 PM,-888.88,-888.88,,,,,,
4185,02/15/25 07:50:08 PM,-888.88,-888.88,,,,,,
4186,02/15/25 08:50:08 PM,-888.88,-888.88,,,,,,
4187,02/15/25 09:50:08 PM,-888.88,-888.88,,,,,,
4188,02/15/25 10:50:08 PM,-888.88,-888.88,,,,,,
4189,02/15/25 11:50:08 PM,-888.88,-888.88,,,,,,
4190,02/16/25 12:50:08 AM,-888.88,-888.88,,,,,,
4191,02/16/25 01:50:08 AM,-888.88,-888.88,,,,,,
4192,02/16/25 02:50:08 AM,-888.88,-888.88,,,,,,
4193,02/16/25 03:50:08 AM,-888.88,-888.88,,,,,,
4194,02/16/25 04:50:08 AM,-888.88,-888.88,,,,,,
4195,02/16/25 05:50:08 AM,-888.88,-888.88,,,,,,
4196,02/16/25 06:50:08 AM,-888.88,-888.88,,,,,,
4197,02/16/25 07:50:08 AM,-888.88,-888.88,,,,,,
4198,02/16/25 08:50:08 AM,-888.88,-888.88,,,,,,
4199,02/16/25 09:50:08 AM,-888.88,-888.88,,,,,,
4200,02/16/25 10:50:08 AM,-888.88,-888.88,,,,,,
4201,02/16/25 11:50:08 AM,-888.88,-888.88,,,,,,
4202,02/16/25 12:50:08 PM,-888.88,-888.88,,,,,,
4203,02/16/25 01:50:08 PM,-888.88,-888.88,,,,,,
4204,02/16/25 02:50:08 PM,-888.88,-888.88,,,,,,
4205,02/16/25 03:50:08 PM,-888.88,-888.88,,,,,,
4206,02/16/25 04:50:08 PM,-888.88,-888.88,,,,,,
4207,02/16/25 05:50:08 PM,-888.88,-888.88,,,,,,
4208,02/16/25 06:50:08 PM,-888.88,-888.88,,,,,,
4209,02/16/25 07:50:08 PM,-888.88,-888.88,,,,,,
4210,02/16/25 08:50:08 PM,-888.88,-888.88,,,,,,
4211,02/16/25 09:50:08 PM,-888.88,-888.88,,,,,,
4212,02/16/25 10:50:08 PM,-888.88,-888.88,,,,,,
4213,02/16/25 11:50:08 PM,-888.88,-888.88,,,,,,
4214,02/17/25 12:50:08 AM,-888.88,-888.88,,,,,,
4215,02/17/25 01:50:08 AM,-888.88,-888.88,,,,,,
4216,02/17/25 02:50:08 AM,-888.88,-888.88,,,,,,
4217,02/17/25 03:50:08 AM,-888.88,-888.88,,,,,,
4218,02/17/25 04:50:08 AM,-888.88,-888.88,,,,,,
4219,02/17/25 05:50:08 AM,-888.88,-888.88,,,,,,
4220,02/17/25 06:50:08 AM,-888.88,-888.88,,,,,,
4221,02/17/25 07:50:08 AM,-888.88,-888.88,,,,,,
4222,02/17/25 08:50:08 AM,-888.88,-888.88,,,,,,
4223,02/17/25 09:50:08 AM,-888.88,-888.88,,,,,,
4224,02/17/25 10:50:08 AM,-888.88,-888.88,,,,,,
4225,02/17/25 11:50:08 AM,-888.88,-888.88,,,,,,
4226,02/17/25 12:50:08 PM,-888.88,-888.88,,,,,,
4227,02/17/25 01:50:08 PM,-888.88,-888.88,,,,,,
4228,02/17/25 02:50:08 PM,-888.88,-888.88,,,,,,
4229,02/17/25 03:50:08 PM,-888.88,-888.88,,,,,,
4230,02/17/25 04:50:08 PM,-888.88,-888.88,,,,,,
4231,02/17/25 05:50:08 PM,-888.88,-888.88,,,,,,
4232,02/17/25 06:50:08 PM,-888.88,-888.88,,,,,,
4233,02/17/25 07:50:08 PM,-888.88,-888.88,,,,,,
4234,02/17/25 08:50:08 PM,-888.88,-888.88,,,,,,
4235,02/17/25 09:50:08 PM,-888.88,-888.88,,,,,,
4236,02/17/25 10:50:08 PM,-888.88,-888.88,,,,,,
4237,02/17/25 11:50:08 PM,-888.88,-888.88,,,,,,
4238,02/18/25 12:50:08 AM,-888.88,-888.88,,,,,,
4239,02/18/25 01:50:08 AM,-888.88,-888.88,,,,,,
4240,02/18/25 02:50:08 AM,-888.88,-888.88,,,,,,
4241,02/18/25 03:50:08 AM,-888.88,-888.88,,,,,,
4242,02/18/25 04:50:08 AM,-888.88,-888.88,,,,,,
4243,02/18/25 05:50:08 AM,-888.88,-888.88,,,,,,
4244,02/18/25 06:50:08 AM,-888.88,-888.88,,,,,,
4245,02/18/25 07:50:08 AM,-888.88,-888.88,,,,,,
4246,02/18/25 08:50:08 AM,-888.88,-888.88,,,,,,
4247,02/18/25 09:50:08 AM,-888.88,-888.88,,,,,,
4248,02/18/25 10:50:08 AM,-888.88,-888.88,,,,,,
4249,02/18/25 11:50:08 AM,-888.88,-888.88,,,,,,
4250,02/18/25 12:50:08 PM,-888.88,-888.88,,,,,,
4251,02/18/25 01:50:08 PM,-888.88,-888.88,,,,,,
4252,02/18/25 02:50:08 PM,-888.88,-888.88,,,,,,
4253,02/18/25 03:50:08 PM,-888.88,-888.88,,,,,,
4254,02/18/25 04:50:08 PM,-888.88,-888.88,,,,,,
4255,02/18/25 05:50:08 PM,-888.88,-888.88,,,,,,
4256,02/18/25 06:50:08 PM,-888.88,-888.88,,,,,,
4257,02/18/25 07:50:08 PM,-888.88,-888.88,,,,,,
4258,02/18/25 08:50:08 PM,-888.88,-888.88,,,,,,
4259,02/18/25 09:50:08 PM,-888.88,-888.88,,,,,,
4260,02/18/25 10:50:08 PM,-888.88,-888.88,,,,,,
4261,02/18/25 11:50:08 PM,-888.88,-888.88,,,,,,
4262,02/19/25 12:50:08 AM,-888.88,-888.88,,,,,,
4263,02/19/25 01:50:08 AM,-888.88,-888.88,,,,,,
4264,02/19/25 02:50:08 AM,-888.88,-888.88,,,,,,
4265,02/19/25 03:50:08 AM,-888.88,-888.88,,,,,,
4266,02/19/25 04:50:08 AM,-888.88,-888.88,,,,,,
4267,02/19/25 05:50:08 AM,-888.88,-888.88,,,,,,
4268,02/19/25 06:50:08 AM,-888.88,-888.88,,,,,,
4269,02/19/25 07:50:08 AM,-888.88,-888.88,,,,,,
4270,02/19/25 08:50:08 AM,-888.88,-888.88,,,,,,
4271,02/19/25 09:50:08 AM,-888.88,-888.88,,,,,,
4272,02/19/25 10:50:08 AM,-888.88,-888.88,,,,,,
4273,02/19/25 11:50:08 AM,-888.88,-888.88,,,,,,
4274,02/19/25 12:50:08 PM,-888.88,-888.88,,,,,,
4275,02/19/25 01:50:08 PM,-888.88,-888.88,,,,,,
4276,02/19/25 02:50:08 PM,-888.88,-888.88,,,,,,
4277,02/19/25 03:50:08 PM,-888.88,-888.88,,,,,,
4278,02/19/25 04:50:08 PM,-888.88,-888.88,,,,,,
4279,02/19/25 05:50:08 PM,-888.88,-888.88,,,,,,
4280,02/19/25 06:50:08 PM,-888.88,-888.88,,,,,,
4281,02/19/25 07:50:08 PM,-888.88,-888.88,,,,,,
4282,02/19/25 08:50:08 PM,-888.88,-888.88,,,,,,
4283,02/19/25 09:50:08 PM,-888.88,-888.88,,,,,,
4284,02/19/25 10:50:08 PM,-888.88,-888.88,,,,,,
4285,02/19/25 11:50:08 PM,-888.88,-888.88,,,,,,
4286,02/20/25 12:50:08 AM,-888.88,-888.88,,,,,,
4287,02/20/25 01:50:08 AM,-888.88,-888.88,,,,,,
4288,02/20/25 02:50:08 AM,-888.88,-888.88,,,,,,
4289,02/20/25 03:50:08 AM,-888.88,-888.88,,,,,,
4290,02/20/25 04:50:08 AM,-888.88,-888.88,,,,,,
4291,02/20/25 05:50:08 AM,-888.88,-888.88,,,,,,
4292,02/20/25 06:50:08 AM,-888.88,-888.88,,,,,,
4293,02/20/25 07:50:08 AM,-888.88,-888.88,,,,,,
4294,02/20/25 08:50:08 AM,-888.88,-888.88,,,,,,
4295,02/20/25 09:50:08 AM,-888.88,-888.88,,,,,,
4296,02/20/25 10:50:08 AM,-888.88,-888.88,,,,,,
4297,02/20/25 11:50:08 AM,-888.88,-888.88,,,,,,
4298,02/20/25 12:50:08 PM,-888.88,-888.88,,,,,,
4299,02/20/25 01:50:08 PM,-888.88,-888.88,,,,,,
4300,02/20/25 02:50:08 PM,-888.88,-888.88,,,,,,
4301,02/20/25 03:50:08 PM,-888.88,-888.88,,,,,,
4302,02/20/25 04:50:08 PM,-888.88,-888.88,,,,,,
4303,02/20/25 05:50:08 PM,-888.88,-888.88,,,,,,
4304,02/20/25 06:50:08 PM,-888.88,-888.88,,,,,,
4305,02/20/25 07:50:08 PM,-888.88,-888.88,,,,,,
4306,02/20/25 08:50:08 PM,-888.88,-888.88,,,,,,
4307,02/20/25 09:50:08 PM,-888.88,-888.88,,,,,,
4308,02/20/25 10:50:08 PM,-888.88,-888.88,,,,,,
4309,02/20/25 11:50:08 PM,-888.88,-888.88,,,,,,
