"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Expired Sensor Cap (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
3788,01/29/25 11:31:45 AM,-888.88,-888.88,,,,,
3789,01/29/25 12:31:45 PM,-888.88,-888.88,,,,,
3790,01/29/25 01:31:45 PM,-888.88,-888.88,,,,,
3791,01/29/25 02:31:45 PM,-888.88,-888.88,,,,,
3792,01/29/25 03:31:45 PM,-888.88,-888.88,,,,,
3793,01/29/25 04:31:45 PM,-888.88,-888.88,,,,,
3794,01/29/25 05:31:45 PM,-888.88,-888.88,,,,,
3795,01/29/25 06:31:45 PM,-888.88,-888.88,,,,,
3796,01/29/25 07:31:45 PM,-888.88,-888.88,,,,,
3797,01/29/25 08:31:45 PM,-888.88,-888.88,,,,,
3798,01/29/25 09:31:45 PM,-888.88,-888.88,,,,,
3799,01/29/25 10:31:45 PM,-888.88,-888.88,,,,,
3800,01/29/25 11:31:45 PM,-888.88,-888.88,,,,,
3801,01/30/25 12:31:45 AM,-888.88,-888.88,,,,,
3802,01/30/25 01:31:45 AM,-888.88,-888.88,,,,,
3803,01/30/25 02:31:45 AM,-888.88,-888.88,,,,,
3804,01/30/25 03:31:45 AM,-888.88,-888.88,,,,,
3805,01/30/25 04:31:45 AM,-888.88,-888.88,,,,,
3806,01/30/25 05:31:45 AM,-888.88,-888.88,,,,,
3807,01/30/25 06:31:45 AM,-888.88,-888.88,,,,,
3808,01/30/25 07:31:45 AM,-888.88,-888.88,,,,,
3809,01/30/25 08:31:45 AM,-888.88,-888.88,,,,,
3810,01/30/25 09:31:45 AM,-888.88,-888.88,,,,,
3811,01/30/25 10:31:45 AM,-888.88,-888.88,,,,,
3812,01/30/25 11:31:45 AM,-888.88,-888.88,,,,,
3813,01/30/25 12:31:45 PM,-888.88,-888.88,,,,,
3814,01/30/25 01:31:45 PM,-888.88,-888.88,,,,,
3815,01/30/25 02:31:45 PM,-888.88,-888.88,,,,,
3816,01/30/25 03:31:45 PM,-888.88,-888.88,,,,,
3817,01/30/25 04:31:45 PM,-888.88,-888.88,,,,,
3818,01/30/25 05:31:45 PM,-888.88,-888.88,,,,,
3819,01/30/25 06:31:45 PM,-888.88,-888.88,,,,,
3820,01/30/25 07:31:45 PM,-888.88,-888.88,,,,,
3821,01/30/25 08:31:45 PM,-888.88,-888.88,,,,,
3822,01/30/25 09:31:45 PM,-888.88,-888.88,,,,,
3823,01/30/25 10:31:45 PM,-888.88,-888.88,,,,,
3824,01/30/25 11:31:45 PM,-888.88,-888.88,,,,,
3825,01/31/25 12:31:45 AM,-888.88,-888.88,,,,,
3826,01/31/25 01:31:45 AM,-888.88,-888.88,,,,,
3827,01/31/25 02:31:45 AM,-888.88,-888.88,,,,,
3828,01/31/25 03:31:45 AM,-888.88,-888.88,,,,,
3829,01/31/25 04:31:45 AM,-888.88,-888.88,,,,,
3830,01/31/25 05:31:45 AM,-888.88,-888.88,,,,,
3831,01/31/25 06:31:45 AM,-888.88,-888.88,,,,,
3832,01/31/25 07:31:45 AM,-888.88,-888.88,,,,,
3833,01/31/25 08:31:45 AM,-888.88,-888.88,,,,,
3834,01/31/25 09:31:45 AM,-888.88,-888.88,,,,,
3835,01/31/25 10:31:45 AM,-888.88,-888.88,,,,,
3836,01/31/25 11:31:45 AM,-888.88,-888.88,,,,,
3837,01/31/25 12:31:45 PM,-888.88,-888.88,,,,,
3838,01/31/25 01:31:45 PM,-888.88,-888.88,,,,,
3839,01/31/25 02:31:45 PM,-888.88,-888.88,,,,,
3840,01/31/25 03:31:45 PM,-888.88,-888.88,,,,,
3841,01/31/25 04:31:45 PM,-888.88,-888.88,,,,,
3842,01/31/25 05:31:45 PM,-888.88,-888.88,,,,,
3843,01/31/25 06:31:45 PM,-888.88,-888.88,,,,,
3844,01/31/25 07:31:45 PM,-888.88,-888.88,,,,,
3845,01/31/25 08:31:45 PM,-888.88,-888.88,,,,,
3846,01/31/25 09:31:45 PM,-888.88,-888.88,,,,,
3847,01/31/25 10:31:45 PM,-888.88,-888.88,,,,,
3848,01/31/25 11:31:45 PM,-888.88,-888.88,,,,,
3849,02/01/25 12:31:45 AM,-888.88,-888.88,,,,,
3850,02/01/25 01:31:45 AM,-888.88,-888.88,,,,,
3851,02/01/25 02:31:45 AM,-888.88,-888.88,,,,,
3852,02/01/25 03:31:45 AM,-888.88,-888.88,,,,,
3853,02/01/25 04:31:45 AM,-888.88,-888.88,,,,,
3854,02/01/25 05:31:45 AM,-888.88,-888.88,,,,,
3855,02/01/25 06:31:45 AM,-888.88,-888.88,,,,,
3856,02/01/25 07:31:45 AM,-888.88,-888.88,,,,,
3857,02/01/25 08:31:45 AM,-888.88,-888.88,,,,,
3858,02/01/25 09:31:45 AM,-888.88,-888.88,,,,,
3859,02/01/25 10:31:45 AM,-888.88,-888.88,,,,,
3860,02/01/25 11:31:45 AM,-888.88,-888.88,,,,,
3861,02/01/25 12:31:45 PM,-888.88,-888.88,,,,,
3862,02/01/25 01:31:45 PM,-888.88,-888.88,,,,,
3863,02/01/25 02:31:45 PM,-888.88,-888.88,,,,,
3864,02/01/25 03:31:45 PM,-888.88,-888.88,,,,,
3865,02/01/25 04:31:45 PM,-888.88,-888.88,,,,,
3866,02/01/25 05:31:45 PM,-888.88,-888.88,,,,,
3867,02/01/25 06:31:45 PM,-888.88,-888.88,,,,,
3868,02/01/25 07:31:45 PM,-888.88,-888.88,,,,,
3869,02/01/25 08:31:45 PM,-888.88,-888.88,,,,,
3870,02/01/25 09:31:45 PM,-888.88,-888.88,,,,,
3871,02/01/25 10:31:45 PM,-888.88,-888.88,,,,,
3872,02/01/25 11:31:45 PM,-888.88,-888.88,,,,,
3873,02/02/25 12:31:45 AM,-888.88,-888.88,,,,,
3874,02/02/25 01:31:45 AM,-888.88,-888.88,,,,,
3875,02/02/25 02:31:45 AM,-888.88,-888.88,,,,,
3876,02/02/25 03:31:45 AM,-888.88,-888.88,,,,,
3877,02/02/25 04:31:45 AM,-888.88,-888.88,,,,,
3878,02/02/25 05:31:45 AM,-888.88,-888.88,,,,,
3879,02/02/25 06:31:45 AM,-888.88,-888.88,,,,,
3880,02/02/25 07:31:45 AM,-888.88,-888.88,,,,,
3881,02/02/25 08:31:45 AM,-888.88,-888.88,,,,,
3882,02/02/25 09:31:45 AM,-888.88,-888.88,,,,,
3883,02/02/25 10:31:45 AM,-888.88,-888.88,,,,,
3884,02/02/25 11:31:45 AM,-888.88,-888.88,,,,,
3885,02/02/25 12:31:45 PM,-888.88,-888.88,,,,,
3886,02/02/25 01:31:45 PM,-888.88,-888.88,,,,,
3887,02/02/25 02:31:45 PM,-888.88,-888.88,,,,,
3888,02/02/25 03:31:45 PM,-888.88,-888.88,,,,,
3889,02/02/25 04:31:45 PM,-888.88,-888.88,,,,,
3890,02/02/25 05:31:45 PM,-888.88,-888.88,,,,,
3891,02/02/25 06:31:45 PM,-888.88,-888.88,,,,,
3892,02/02/25 07:31:45 PM,-888.88,-888.88,,,,,
3893,02/02/25 08:31:45 PM,-888.88,-888.88,,,,,
3894,02/02/25 09:31:45 PM,-888.88,-888.88,,,,,
3895,02/02/25 10:31:45 PM,-888.88,-888.88,,,,,
3896,02/02/25 11:31:45 PM,-888.88,-888.88,,,,,
3897,02/03/25 12:31:45 AM,-888.88,-888.88,,,,,
3898,02/03/25 01:31:45 AM,-888.88,-888.88,,,,,
3899,02/03/25 02:31:45 AM,-888.88,-888.88,,,,,
3900,02/03/25 03:31:45 AM,-888.88,-888.88,,,,,
3901,02/03/25 04:31:45 AM,-888.88,-888.88,,,,,
3902,02/03/25 05:31:45 AM,-888.88,-888.88,,,,,
3903,02/03/25 06:31:45 AM,-888.88,-888.88,,,,,
3904,02/03/25 07:31:45 AM,-888.88,-888.88,,,,,
3905,02/03/25 08:31:45 AM,-888.88,-888.88,,,,,
3906,02/03/25 09:31:45 AM,-888.88,-888.88,,,,,
3907,02/03/25 10:31:45 AM,-888.88,-888.88,,,,,
3908,02/03/25 11:31:45 AM,-888.88,-888.88,,,,,
3909,02/03/25 12:31:45 PM,-888.88,-888.88,,,,,
3910,02/03/25 01:31:45 PM,-888.88,-888.88,,,,,
3911,02/03/25 02:31:45 PM,-888.88,-888.88,,,,,
3912,02/03/25 03:31:45 PM,-888.88,-888.88,,,,,
3913,02/03/25 04:31:45 PM,-888.88,-888.88,,,,,
3914,02/03/25 05:31:45 PM,-888.88,-888.88,,,,,
3915,02/03/25 06:31:45 PM,-888.88,-888.88,,,,,
3916,02/03/25 07:31:45 PM,-888.88,-888.88,,,,,
3917,02/03/25 08:31:45 PM,-888.88,-888.88,,,,,
3918,02/03/25 09:31:45 PM,-888.88,-888.88,,,,,
3919,02/03/25 10:31:45 PM,-888.88,-888.88,,,,,
3920,02/03/25 11:31:45 PM,-888.88,-888.88,,,,,
3921,02/04/25 12:31:45 AM,-888.88,-888.88,,,,,
3922,02/04/25 01:31:45 AM,-888.88,-888.88,,,,,
3923,02/04/25 02:31:45 AM,-888.88,-888.88,,,,,
3924,02/04/25 03:31:45 AM,-888.88,-888.88,,,,,
3925,02/04/25 04:31:45 AM,-888.88,-888.88,,,,,
3926,02/04/25 05:31:45 AM,-888.88,-888.88,,,,,
3927,02/04/25 06:31:45 AM,-888.88,-888.88,,,,,
3928,02/04/25 07:31:45 AM,-888.88,-888.88,,,,,
3929,02/04/25 08:31:45 AM,-888.88,-888.88,,,,,
3930,02/04/25 09:31:45 AM,-888.88,-888.88,,,,,
3931,02/04/25 10:31:45 AM,-888.88,-888.88,,,,,
3932,02/04/25 11:31:45 AM,-888.88,-888.88,,,,,
3933,02/04/25 12:31:45 PM,-888.88,-888.88,,,,,
3934,02/04/25 01:31:45 PM,-888.88,-888.88,,,,,
3935,02/04/25 02:31:45 PM,-888.88,-888.88,,,,,
3936,02/04/25 03:31:45 PM,-888.88,-888.88,,,,,
3937,02/04/25 04:31:45 PM,-888.88,-888.88,,,,,
3938,02/04/25 05:31:45 PM,-888.88,-888.88,,,,,
3939,02/04/25 06:31:45 PM,-888.88,-888.88,,,,,
3940,02/04/25 07:31:45 PM,-888.88,-888.88,,,,,
3941,02/04/25 08:31:45 PM,-888.88,-888.88,,,,,
3942,02/04/25 09:31:45 PM,-888.88,-888.88,,,,,
3943,02/04/25 10:31:45 PM,-888.88,-888.88,,,,,
3944,02/04/25 11:31:45 PM,-888.88,-888.88,,,,,
3945,02/05/25 12:31:45 AM,-888.88,-888.88,,,,,
3946,02/05/25 01:31:45 AM,-888.88,-888.88,,,,,
3947,02/05/25 02:31:45 AM,-888.88,-888.88,,,,,
3948,02/05/25 03:31:45 AM,-888.88,-888.88,,,,,
3949,02/05/25 04:31:45 AM,-888.88,-888.88,,,,,
3950,02/05/25 05:31:45 AM,-888.88,-888.88,,,,,
3951,02/05/25 06:31:45 AM,-888.88,-888.88,,,,,
3952,02/05/25 07:31:45 AM,-888.88,-888.88,,,,,
3953,02/05/25 08:31:45 AM,-888.88,-888.88,,,,,
3954,02/05/25 09:31:45 AM,-888.88,-888.88,,,,,
3955,02/05/25 10:31:45 AM,-888.88,-888.88,,,,,
3956,02/05/25 11:31:45 AM,-888.88,-888.88,,,,,
3957,02/05/25 12:31:45 PM,-888.88,-888.88,,,,,
3958,02/05/25 01:31:45 PM,-888.88,-888.88,,,,,
3959,02/05/25 02:31:45 PM,-888.88,-888.88,,,,,
3960,02/05/25 03:31:45 PM,-888.88,-888.88,,,,,
3961,02/05/25 04:31:45 PM,-888.88,-888.88,,,,,
3962,02/05/25 05:31:45 PM,-888.88,-888.88,,,,,
3963,02/05/25 06:31:45 PM,-888.88,-888.88,,,,,
3964,02/05/25 07:31:45 PM,-888.88,-888.88,,,,,
3965,02/05/25 08:31:45 PM,-888.88,-888.88,,,,,
3966,02/05/25 09:31:45 PM,-888.88,-888.88,,,,,
3967,02/05/25 10:31:45 PM,-888.88,-888.88,,,,,
3968,02/05/25 11:31:45 PM,-888.88,-888.88,,,,,
3969,02/06/25 12:31:45 AM,-888.88,-888.88,,,,,
3970,02/06/25 01:31:45 AM,-888.88,-888.88,,,,,
3971,02/06/25 02:31:45 AM,-888.88,-888.88,,,,,
3972,02/06/25 03:31:45 AM,-888.88,-888.88,,,,,
3973,02/06/25 04:31:45 AM,-888.88,-888.88,,,,,
3974,02/06/25 05:31:45 AM,-888.88,-888.88,,,,,
3975,02/06/25 06:31:45 AM,-888.88,-888.88,,,,,
3976,02/06/25 07:31:45 AM,-888.88,-888.88,,,,,
3977,02/06/25 08:31:45 AM,-888.88,-888.88,,,,,
3978,02/06/25 09:31:45 AM,-888.88,-888.88,,,,,
3979,02/06/25 10:31:45 AM,-888.88,-888.88,,,,,
3980,02/06/25 11:31:45 AM,-888.88,-888.88,,,,,
3981,02/06/25 12:31:45 PM,-888.88,-888.88,,,,,
3982,02/06/25 01:31:45 PM,-888.88,-888.88,,,,,
3983,02/06/25 02:31:45 PM,-888.88,-888.88,,,,,
3984,02/06/25 03:31:45 PM,-888.88,-888.88,,,,,
3985,02/06/25 04:31:45 PM,-888.88,-888.88,,,,,
3986,02/06/25 05:31:45 PM,-888.88,-888.88,,,,,
3987,02/06/25 06:31:45 PM,-888.88,-888.88,,,,,
3988,02/06/25 07:31:45 PM,-888.88,-888.88,,,,,
3989,02/06/25 08:31:45 PM,-888.88,-888.88,,,,,
3990,02/06/25 09:31:45 PM,-888.88,-888.88,,,,,
3991,02/06/25 10:31:45 PM,-888.88,-888.88,,,,,
3992,02/06/25 11:31:45 PM,-888.88,-888.88,,,,,
3993,02/07/25 12:31:45 AM,-888.88,-888.88,,,,,
3994,02/07/25 01:31:45 AM,-888.88,-888.88,,,,,
3995,02/07/25 02:31:45 AM,-888.88,-888.88,,,,,
3996,02/07/25 03:31:45 AM,-888.88,-888.88,,,,,
3997,02/07/25 04:31:45 AM,-888.88,-888.88,,,,,
3998,02/07/25 05:31:45 AM,-888.88,-888.88,,,,,
3999,02/07/25 06:31:45 AM,-888.88,-888.88,,,,,
4000,02/07/25 07:31:45 AM,-888.88,-888.88,,,,,
4001,02/07/25 08:31:45 AM,-888.88,-888.88,,,,,
4002,02/07/25 09:31:45 AM,-888.88,-888.88,,,,,
4003,02/07/25 10:31:45 AM,-888.88,-888.88,,,,,
4004,02/07/25 11:31:45 AM,-888.88,-888.88,,,,,
4005,02/07/25 12:31:45 PM,-888.88,-888.88,,,,,
4006,02/07/25 01:31:45 PM,-888.88,-888.88,,,,,
4007,02/07/25 02:31:45 PM,-888.88,-888.88,,,,,
4008,02/07/25 03:31:45 PM,-888.88,-888.88,,,,,
4009,02/07/25 04:31:45 PM,-888.88,-888.88,,,,,
4010,02/07/25 05:31:45 PM,-888.88,-888.88,,,,,
4011,02/07/25 06:31:45 PM,-888.88,-888.88,,,,,
4012,02/07/25 07:31:45 PM,-888.88,-888.88,,,,,
4013,02/07/25 08:31:45 PM,-888.88,-888.88,,,,,
4014,02/07/25 09:31:45 PM,-888.88,-888.88,,,,,
4015,02/07/25 10:31:45 PM,-888.88,-888.88,,,,,
4016,02/07/25 11:31:45 PM,-888.88,-888.88,,,,,
4017,02/08/25 12:31:45 AM,-888.88,-888.88,,,,,
4018,02/08/25 01:31:45 AM,-888.88,-888.88,,,,,
4019,02/08/25 02:31:45 AM,-888.88,-888.88,,,,,
4020,02/08/25 03:31:45 AM,-888.88,-888.88,,,,,
4021,02/08/25 04:31:45 AM,-888.88,-888.88,,,,,
4022,02/08/25 05:31:45 AM,-888.88,-888.88,,,,,
4023,02/08/25 06:31:45 AM,-888.88,-888.88,,,,,
4024,02/08/25 07:31:45 AM,-888.88,-888.88,,,,,
4025,02/08/25 08:31:45 AM,-888.88,-888.88,,,,,
4026,02/08/25 09:31:45 AM,-888.88,-888.88,,,,,
4027,02/08/25 10:31:45 AM,-888.88,-888.88,,,,,
4028,02/08/25 11:31:45 AM,-888.88,-888.88,,,,,
4029,02/08/25 12:31:45 PM,-888.88,-888.88,,,,,
4030,02/08/25 01:31:45 PM,-888.88,-888.88,,,,,
4031,02/08/25 02:31:45 PM,-888.88,-888.88,,,,,
4032,02/08/25 03:31:45 PM,-888.88,-888.88,,,,,
4033,02/08/25 04:31:45 PM,-888.88,-888.88,,,,,
4034,02/08/25 05:31:45 PM,-888.88,-888.88,,,,,
4035,02/08/25 06:31:45 PM,-888.88,-888.88,,,,,
4036,02/08/25 07:31:45 PM,-888.88,-888.88,,,,,
4037,02/08/25 08:31:45 PM,-888.88,-888.88,,,,,
4038,02/08/25 09:31:45 PM,-888.88,-888.88,,,,,
4039,02/08/25 10:31:45 PM,-888.88,-888.88,,,,,
4040,02/08/25 11:31:45 PM,-888.88,-888.88,,,,,
4041,02/09/25 12:31:45 AM,-888.88,-888.88,,,,,
4042,02/09/25 01:31:45 AM,-888.88,-888.88,,,,,
4043,02/09/25 02:31:45 AM,-888.88,-888.88,,,,,
4044,02/09/25 03:31:45 AM,-888.88,-888.88,,,,,
4045,02/09/25 04:31:45 AM,-888.88,-888.88,,,,,
4046,02/09/25 05:31:45 AM,-888.88,-888.88,,,,,
4047,02/09/25 06:31:45 AM,-888.88,-888.88,,,,,
4048,02/09/25 07:31:45 AM,-888.88,-888.88,,,,,
4049,02/09/25 08:31:45 AM,-888.88,-888.88,,,,,
4050,02/09/25 09:31:45 AM,-888.88,-888.88,,,,,
4051,02/09/25 10:31:45 AM,-888.88,-888.88,,,,,
4052,02/09/25 11:31:45 AM,-888.88,-888.88,,,,,
4053,02/09/25 12:31:45 PM,-888.88,-888.88,,,,,
4054,02/09/25 01:31:45 PM,-888.88,-888.88,,,,,
4055,02/09/25 02:31:45 PM,-888.88,-888.88,,,,,
4056,02/09/25 03:31:45 PM,-888.88,-888.88,,,,,
4057,02/09/25 04:31:45 PM,-888.88,-888.88,,,,,
4058,02/09/25 05:31:45 PM,-888.88,-888.88,,,,,
4059,02/09/25 06:31:45 PM,-888.88,-888.88,,,,,
4060,02/09/25 07:31:45 PM,-888.88,-888.88,,,,,
4061,02/09/25 08:31:45 PM,-888.88,-888.88,,,,,
4062,02/09/25 09:31:45 PM,-888.88,-888.88,,,,,
4063,02/09/25 10:31:45 PM,-888.88,-888.88,,,,,
4064,02/09/25 11:31:45 PM,-888.88,-888.88,,,,,
4065,02/10/25 12:31:45 AM,-888.88,-888.88,,,,,
4066,02/10/25 01:31:45 AM,-888.88,-888.88,,,,,
4067,02/10/25 02:31:45 AM,-888.88,-888.88,,,,,
4068,02/10/25 03:31:45 AM,-888.88,-888.88,,,,,
4069,02/10/25 04:31:45 AM,-888.88,-888.88,,,,,
4070,02/10/25 05:31:45 AM,-888.88,-888.88,,,,,
4071,02/10/25 06:31:45 AM,-888.88,-888.88,,,,,
4072,02/10/25 07:31:45 AM,-888.88,-888.88,,,,,
4073,02/10/25 08:31:45 AM,-888.88,-888.88,,,,,
4074,02/10/25 09:31:45 AM,-888.88,-888.88,,,,,
4075,02/10/25 10:31:45 AM,-888.88,-888.88,,,,,
4076,02/10/25 11:31:45 AM,-888.88,-888.88,,,,,
4077,02/10/25 12:31:45 PM,-888.88,-888.88,,,,,
4078,02/10/25 01:31:45 PM,-888.88,-888.88,,,,,
4079,02/10/25 02:31:45 PM,-888.88,-888.88,,,,,
4080,02/10/25 03:31:45 PM,-888.88,-888.88,,,,,
4081,02/10/25 04:31:45 PM,-888.88,-888.88,,,,,
4082,02/10/25 05:31:45 PM,-888.88,-888.88,,,,,
4083,02/10/25 06:31:45 PM,-888.88,-888.88,,,,,
4084,02/10/25 07:31:45 PM,-888.88,-888.88,,,,,
4085,02/10/25 08:31:45 PM,-888.88,-888.88,,,,,
4086,02/10/25 09:31:45 PM,-888.88,-888.88,,,,,
4087,02/10/25 10:31:45 PM,-888.88,-888.88,,,,,
4088,02/10/25 11:31:45 PM,-888.88,-888.88,,,,,
4089,02/11/25 12:31:45 AM,-888.88,-888.88,,,,,
4090,02/11/25 01:31:45 AM,-888.88,-888.88,,,,,
4091,02/11/25 02:31:45 AM,-888.88,-888.88,,,,,
4092,02/11/25 03:31:45 AM,-888.88,-888.88,,,,,
4093,02/11/25 04:31:45 AM,-888.88,-888.88,,,,,
4094,02/11/25 05:31:45 AM,-888.88,-888.88,,,,,
4095,02/11/25 06:31:45 AM,-888.88,-888.88,,,,,
4096,02/11/25 07:31:45 AM,-888.88,-888.88,,,,,
4097,02/11/25 08:31:45 AM,-888.88,-888.88,,,,,
4098,02/11/25 09:31:45 AM,-888.88,-888.88,,,,,
4099,02/11/25 10:31:45 AM,-888.88,-888.88,,,,,
4100,02/11/25 11:31:45 AM,-888.88,-888.88,,,,,
4101,02/11/25 12:31:45 PM,-888.88,-888.88,,,,,
4102,02/11/25 01:31:45 PM,-888.88,-888.88,,,,,
4103,02/11/25 02:31:45 PM,-888.88,-888.88,,,,,
4104,02/11/25 03:31:45 PM,-888.88,-888.88,,,,,
4105,02/11/25 04:31:45 PM,-888.88,-888.88,,,,,
4106,02/11/25 05:31:45 PM,-888.88,-888.88,,,,,
4107,02/11/25 06:31:45 PM,-888.88,-888.88,,,,,
4108,02/11/25 07:31:45 PM,-888.88,-888.88,,,,,
4109,02/11/25 08:31:45 PM,-888.88,-888.88,,,,,
4110,02/11/25 09:31:45 PM,-888.88,-888.88,,,,,
4111,02/11/25 10:31:45 PM,-888.88,-888.88,,,,,
4112,02/11/25 11:31:45 PM,-888.88,-888.88,,,,,
4113,02/12/25 12:31:45 AM,-888.88,-888.88,,,,,
4114,02/12/25 01:31:45 AM,-888.88,-888.88,,,,,
4115,02/12/25 02:31:45 AM,-888.88,-888.88,,,,,
4116,02/12/25 03:31:45 AM,-888.88,-888.88,,,,,
4117,02/12/25 04:31:45 AM,-888.88,-888.88,,,,,
4118,02/12/25 05:31:45 AM,-888.88,-888.88,,,,,
4119,02/12/25 06:31:45 AM,-888.88,-888.88,,,,,
4120,02/12/25 07:31:45 AM,-888.88,-888.88,,,,,
4121,02/12/25 08:31:45 AM,-888.88,-888.88,,,,,
4122,02/12/25 09:31:45 AM,-888.88,-888.88,,,,,
4123,02/12/25 10:31:45 AM,-888.88,-888.88,,,,,
4124,02/12/25 11:31:45 AM,-888.88,-888.88,,,,,
4125,02/12/25 12:31:45 PM,-888.88,-888.88,,,,,
4126,02/12/25 01:31:45 PM,-888.88,-888.88,,,,,
4127,02/12/25 02:31:45 PM,-888.88,-888.88,,,,,
4128,02/12/25 03:31:45 PM,-888.88,-888.88,,,,,
4129,02/12/25 04:31:45 PM,-888.88,-888.88,,,,,
4130,02/12/25 05:31:45 PM,-888.88,-888.88,,,,,
4131,02/12/25 06:31:45 PM,-888.88,-888.88,,,,,
4132,02/12/25 07:31:45 PM,-888.88,-888.88,,,,,
4133,02/12/25 08:31:45 PM,-888.88,-888.88,,,,,
4134,02/12/25 09:31:45 PM,-888.88,-888.88,,,,,
4135,02/12/25 10:31:45 PM,-888.88,-888.88,,,,,
4136,02/12/25 11:31:45 PM,-888.88,-888.88,,,,,
4137,02/13/25 12:31:45 AM,-888.88,-888.88,,,,,
4138,02/13/25 01:31:45 AM,-888.88,-888.88,,,,,
4139,02/13/25 02:31:45 AM,-888.88,-888.88,,,,,
4140,02/13/25 03:31:45 AM,-888.88,-888.88,,,,,
4141,02/13/25 04:31:45 AM,-888.88,-888.88,,,,,
4142,02/13/25 05:31:45 AM,-888.88,-888.88,,,,,
4143,02/13/25 06:31:45 AM,-888.88,-888.88,,,,,
4144,02/13/25 07:31:45 AM,-888.88,-888.88,,,,,
4145,02/13/25 08:31:45 AM,-888.88,-888.88,,,,,
4146,02/13/25 09:31:45 AM,-888.88,-888.88,,,,,
4147,02/13/25 10:31:45 AM,-888.88,-888.88,,,,,
4148,02/13/25 11:31:45 AM,-888.88,-888.88,,,,,
4149,02/13/25 12:31:45 PM,-888.88,-888.88,,,,,
4150,02/13/25 01:31:45 PM,-888.88,-888.88,,,,,
4151,02/13/25 02:31:45 PM,-888.88,-888.88,,,,,
4152,02/13/25 03:31:45 PM,-888.88,-888.88,,,,,
4153,02/13/25 04:31:45 PM,-888.88,-888.88,,,,,
4154,02/13/25 05:31:45 PM,-888.88,-888.88,,,,,
4155,02/13/25 06:31:45 PM,-888.88,-888.88,,,,,
4156,02/13/25 07:31:45 PM,-888.88,-888.88,,,,,
4157,02/13/25 08:31:45 PM,-888.88,-888.88,,,,,
4158,02/13/25 09:31:45 PM,-888.88,-888.88,,,,,
4159,02/13/25 10:31:45 PM,-888.88,-888.88,,,,,
4160,02/13/25 11:31:45 PM,-888.88,-888.88,,,,,
4161,02/14/25 12:31:45 AM,-888.88,-888.88,,,,,
4162,02/14/25 01:31:45 AM,-888.88,-888.88,,,,,
4163,02/14/25 02:31:45 AM,-888.88,-888.88,,,,,
4164,02/14/25 03:31:45 AM,-888.88,-888.88,,,,,
4165,02/14/25 04:31:45 AM,-888.88,-888.88,,,,,
4166,02/14/25 05:31:45 AM,-888.88,-888.88,,,,,
4167,02/14/25 06:31:45 AM,-888.88,-888.88,,,,,
4168,02/14/25 07:31:45 AM,-888.88,-888.88,,,,,
4169,02/14/25 08:31:45 AM,-888.88,-888.88,,,,,
4170,02/14/25 09:31:45 AM,-888.88,-888.88,,,,,
4171,02/14/25 10:31:45 AM,-888.88,-888.88,,,,,
4172,02/14/25 11:31:45 AM,-888.88,-888.88,,,,,
4173,02/14/25 12:31:45 PM,-888.88,-888.88,,,,,
4174,02/14/25 01:31:45 PM,-888.88,-888.88,,,,,
4175,02/14/25 02:31:45 PM,-888.88,-888.88,,,,,
4176,02/14/25 03:31:45 PM,-888.88,-888.88,,,,,
4177,02/14/25 04:31:45 PM,-888.88,-888.88,,,,,
4178,02/14/25 05:31:45 PM,-888.88,-888.88,,,,,
4179,02/14/25 06:31:45 PM,-888.88,-888.88,,,,,
4180,02/14/25 07:31:45 PM,-888.88,-888.88,,,,,
4181,02/14/25 08:31:45 PM,-888.88,-888.88,,,,,
4182,02/14/25 09:31:45 PM,-888.88,-888.88,,,,,
4183,02/14/25 10:31:45 PM,-888.88,-888.88,,,,,
4184,02/14/25 11:31:45 PM,-888.88,-888.88,,,,,
4185,02/15/25 12:31:45 AM,-888.88,-888.88,,,,,
4186,02/15/25 01:31:45 AM,-888.88,-888.88,,,,,
4187,02/15/25 02:31:45 AM,-888.88,-888.88,,,,,
4188,02/15/25 03:31:45 AM,-888.88,-888.88,,,,,
4189,02/15/25 04:31:45 AM,-888.88,-888.88,,,,,
4190,02/15/25 05:31:45 AM,-888.88,-888.88,,,,,
4191,02/15/25 06:31:45 AM,-888.88,-888.88,,,,,
4192,02/15/25 07:31:45 AM,-888.88,-888.88,,,,,
4193,02/15/25 08:31:45 AM,-888.88,-888.88,,,,,
4194,02/15/25 09:31:45 AM,-888.88,-888.88,,,,,
4195,02/15/25 10:31:45 AM,-888.88,-888.88,,,,,
4196,02/15/25 11:31:45 AM,-888.88,-888.88,,,,,
4197,02/15/25 12:31:45 PM,-888.88,-888.88,,,,,
4198,02/15/25 01:31:45 PM,-888.88,-888.88,,,,,
4199,02/15/25 02:31:45 PM,-888.88,-888.88,,,,,
4200,02/15/25 03:31:45 PM,-888.88,-888.88,,,,,
4201,02/15/25 04:31:45 PM,-888.88,-888.88,,,,,
4202,02/15/25 05:31:45 PM,-888.88,-888.88,,,,,
4203,02/15/25 06:31:45 PM,-888.88,-888.88,,,,,
4204,02/15/25 07:31:45 PM,-888.88,-888.88,,,,,
4205,02/15/25 08:31:45 PM,-888.88,-888.88,,,,,
