"Plot Title: 21909585"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909585, SEN S/N: 21909585)","Temp, °F (LGR S/N: 21909585, SEN S/N: 21909585)","Expired Sensor Cap (LGR S/N: 21909585)","New Sensor Cap (LGR S/N: 21909585)","Coupler Attached (LGR S/N: 21909585)","Coupler Detached (LGR S/N: 21909585)","Stopped (LGR S/N: 21909585)","End Of File (LGR S/N: 21909585)"
3420,01/12/25 10:57:10 PM,-888.88,-888.88,,,,,,
3421,01/12/25 11:57:10 PM,-888.88,-888.88,,,,,,
3422,01/13/25 12:57:10 AM,-888.88,-888.88,,,,,,
3423,01/13/25 01:57:10 AM,-888.88,-888.88,,,,,,
3424,01/13/25 02:57:10 AM,-888.88,-888.88,,,,,,
3425,01/13/25 03:57:10 AM,-888.88,-888.88,,,,,,
3426,01/13/25 04:57:10 AM,-888.88,-888.88,,,,,,
3427,01/13/25 05:57:10 AM,-888.88,-888.88,,,,,,
3428,01/13/25 06:57:10 AM,-888.88,-888.88,,,,,,
3429,01/13/25 07:57:10 AM,-888.88,-888.88,,,,,,
3430,01/13/25 08:57:10 AM,-888.88,-888.88,,,,,,
3431,01/13/25 09:57:10 AM,-888.88,-888.88,,,,,,
3432,01/13/25 10:57:10 AM,-888.88,-888.88,,,,,,
3433,01/13/25 11:57:10 AM,-888.88,-888.88,,,,,,
3434,01/13/25 12:57:10 PM,-888.88,-888.88,,,,,,
3435,01/13/25 01:57:10 PM,-888.88,-888.88,,,,,,
3436,01/13/25 02:57:10 PM,-888.88,-888.88,,,,,,
3437,01/13/25 03:57:10 PM,-888.88,-888.88,,,,,,
3438,01/13/25 04:57:10 PM,-888.88,-888.88,,,,,,
3439,01/13/25 05:57:10 PM,-888.88,-888.88,,,,,,
3440,01/13/25 06:57:10 PM,-888.88,-888.88,,,,,,
3441,01/13/25 07:57:10 PM,-888.88,-888.88,,,,,,
3442,01/13/25 08:57:10 PM,-888.88,-888.88,,,,,,
3443,01/13/25 09:57:10 PM,-888.88,-888.88,,,,,,
3444,01/13/25 10:57:10 PM,-888.88,-888.88,,,,,,
3445,01/13/25 11:57:10 PM,-888.88,-888.88,,,,,,
3446,01/14/25 12:57:10 AM,-888.88,-888.88,,,,,,
3447,01/14/25 01:57:10 AM,-888.88,-888.88,,,,,,
3448,01/14/25 02:57:10 AM,-888.88,-888.88,,,,,,
3449,01/14/25 03:57:10 AM,-888.88,-888.88,,,,,,
3450,01/14/25 04:57:10 AM,-888.88,-888.88,,,,,,
3451,01/14/25 05:57:10 AM,-888.88,-888.88,,,,,,
3452,01/14/25 06:57:10 AM,-888.88,-888.88,,,,,,
3453,01/14/25 07:57:10 AM,-888.88,-888.88,,,,,,
3454,01/14/25 08:57:10 AM,-888.88,-888.88,,,,,,
3455,01/14/25 09:57:10 AM,-888.88,-888.88,,,,,,
3456,01/14/25 10:57:10 AM,-888.88,-888.88,,,,,,
3457,01/14/25 11:57:10 AM,-888.88,-888.88,,,,,,
3458,01/14/25 12:57:10 PM,-888.88,-888.88,,,,,,
3459,01/14/25 01:57:10 PM,-888.88,-888.88,,,,,,
3460,01/14/25 02:57:10 PM,-888.88,-888.88,,,,,,
3461,01/14/25 03:57:10 PM,-888.88,-888.88,,,,,,
3462,01/14/25 04:57:10 PM,-888.88,-888.88,,,,,,
3463,01/14/25 05:57:10 PM,-888.88,-888.88,,,,,,
3464,01/14/25 06:57:10 PM,-888.88,-888.88,,,,,,
3465,01/14/25 07:57:10 PM,-888.88,-888.88,,,,,,
3466,01/14/25 08:57:10 PM,-888.88,-888.88,,,,,,
3467,01/14/25 09:57:10 PM,-888.88,-888.88,,,,,,
3468,01/14/25 10:57:10 PM,-888.88,-888.88,,,,,,
3469,01/14/25 11:57:10 PM,-888.88,-888.88,,,,,,
3470,01/15/25 12:57:10 AM,-888.88,-888.88,,,,,,
3471,01/15/25 01:57:10 AM,-888.88,-888.88,,,,,,
3472,01/15/25 02:57:10 AM,-888.88,-888.88,,,,,,
3473,01/15/25 03:57:10 AM,-888.88,-888.88,,,,,,
3474,01/15/25 04:57:10 AM,-888.88,-888.88,,,,,,
3475,01/15/25 05:57:10 AM,-888.88,-888.88,,,,,,
3476,01/15/25 06:57:10 AM,-888.88,-888.88,,,,,,
3477,01/15/25 07:57:10 AM,-888.88,-888.88,,,,,,
3478,01/15/25 08:57:10 AM,-888.88,-888.88,,,,,,
3479,01/15/25 09:57:10 AM,-888.88,-888.88,,,,,,
3480,01/15/25 10:57:10 AM,-888.88,-888.88,,,,,,
3481,01/15/25 11:57:10 AM,-888.88,-888.88,,,,,,
3482,01/15/25 12:57:10 PM,-888.88,-888.88,,,,,,
3483,01/15/25 01:57:10 PM,-888.88,-888.88,,,,,,
3484,01/15/25 02:57:10 PM,-888.88,-888.88,,,,,,
3485,01/15/25 03:57:10 PM,-888.88,-888.88,,,,,,
3486,01/15/25 04:57:10 PM,-888.88,-888.88,,,,,,
3487,01/15/25 05:57:10 PM,-888.88,-888.88,,,,,,
3488,01/15/25 06:57:10 PM,-888.88,-888.88,,,,,,
3489,01/15/25 07:57:10 PM,-888.88,-888.88,,,,,,
3490,01/15/25 08:57:10 PM,-888.88,-888.88,,,,,,
3491,01/15/25 09:57:10 PM,-888.88,-888.88,,,,,,
3492,01/15/25 10:57:10 PM,-888.88,-888.88,,,,,,
3493,01/15/25 11:57:10 PM,-888.88,-888.88,,,,,,
3494,01/16/25 12:57:10 AM,-888.88,-888.88,,,,,,
3495,01/16/25 01:57:10 AM,-888.88,-888.88,,,,,,
3496,01/16/25 02:57:10 AM,-888.88,-888.88,,,,,,
3497,01/16/25 03:57:10 AM,-888.88,-888.88,,,,,,
3498,01/16/25 04:57:10 AM,-888.88,-888.88,,,,,,
3499,01/16/25 05:57:10 AM,-888.88,-888.88,,,,,,
3500,01/16/25 06:57:10 AM,-888.88,-888.88,,,,,,
3501,01/16/25 07:57:10 AM,-888.88,-888.88,,,,,,
3502,01/16/25 08:57:10 AM,-888.88,-888.88,,,,,,
3503,01/16/25 09:57:10 AM,-888.88,-888.88,,,,,,
3504,01/16/25 10:57:10 AM,-888.88,-888.88,,,,,,
3505,01/16/25 11:57:10 AM,-888.88,-888.88,,,,,,
3506,01/16/25 12:57:10 PM,-888.88,-888.88,,,,,,
3507,01/16/25 01:57:10 PM,-888.88,-888.88,,,,,,
3508,01/16/25 02:57:10 PM,-888.88,-888.88,,,,,,
3509,01/16/25 03:57:10 PM,-888.88,-888.88,,,,,,
3510,01/16/25 04:57:10 PM,-888.88,-888.88,,,,,,
3511,01/16/25 05:57:10 PM,-888.88,-888.88,,,,,,
3512,01/16/25 06:57:10 PM,-888.88,-888.88,,,,,,
3513,01/16/25 07:57:10 PM,-888.88,-888.88,,,,,,
3514,01/16/25 08:57:10 PM,-888.88,-888.88,,,,,,
3515,01/16/25 09:57:10 PM,-888.88,-888.88,,,,,,
3516,01/16/25 10:57:10 PM,-888.88,-888.88,,,,,,
3517,01/16/25 11:57:10 PM,-888.88,-888.88,,,,,,
3518,01/17/25 12:57:10 AM,-888.88,-888.88,,,,,,
3519,01/17/25 01:57:10 AM,-888.88,-888.88,,,,,,
3520,01/17/25 02:57:10 AM,-888.88,-888.88,,,,,,
3521,01/17/25 03:57:10 AM,-888.88,-888.88,,,,,,
3522,01/17/25 04:57:10 AM,-888.88,-888.88,,,,,,
3523,01/17/25 05:57:10 AM,-888.88,-888.88,,,,,,
3524,01/17/25 06:57:10 AM,-888.88,-888.88,,,,,,
3525,01/17/25 07:57:10 AM,-888.88,-888.88,,,,,,
3526,01/17/25 08:57:10 AM,-888.88,-888.88,,,,,,
3527,01/17/25 09:57:10 AM,-888.88,-888.88,,,,,,
3528,01/17/25 10:57:10 AM,-888.88,-888.88,,,,,,
3529,01/17/25 11:57:10 AM,-888.88,-888.88,,,,,,
3530,01/17/25 12:57:10 PM,-888.88,-888.88,,,,,,
3531,01/17/25 01:57:10 PM,-888.88,-888.88,,,,,,
3532,01/17/25 02:57:10 PM,-888.88,-888.88,,,,,,
3533,01/17/25 03:57:10 PM,-888.88,-888.88,,,,,,
3534,01/17/25 04:57:10 PM,-888.88,-888.88,,,,,,
3535,01/17/25 05:57:10 PM,-888.88,-888.88,,,,,,
3536,01/17/25 06:57:10 PM,-888.88,-888.88,,,,,,
3537,01/17/25 07:57:10 PM,-888.88,-888.88,,,,,,
3538,01/17/25 08:57:10 PM,-888.88,-888.88,,,,,,
3539,01/17/25 09:57:10 PM,-888.88,-888.88,,,,,,
3540,01/17/25 10:57:10 PM,-888.88,-888.88,,,,,,
3541,01/17/25 11:57:10 PM,-888.88,-888.88,,,,,,
3542,01/18/25 12:57:10 AM,-888.88,-888.88,,,,,,
3543,01/18/25 01:57:10 AM,-888.88,-888.88,,,,,,
3544,01/18/25 02:57:10 AM,-888.88,-888.88,,,,,,
3545,01/18/25 03:57:10 AM,-888.88,-888.88,,,,,,
3546,01/18/25 04:57:10 AM,-888.88,-888.88,,,,,,
3547,01/18/25 05:57:10 AM,-888.88,-888.88,,,,,,
3548,01/18/25 06:57:10 AM,-888.88,-888.88,,,,,,
3549,01/18/25 07:57:10 AM,-888.88,-888.88,,,,,,
3550,01/18/25 08:57:10 AM,-888.88,-888.88,,,,,,
3551,01/18/25 09:57:10 AM,-888.88,-888.88,,,,,,
3552,01/18/25 10:57:10 AM,-888.88,-888.88,,,,,,
3553,01/18/25 11:57:10 AM,-888.88,-888.88,,,,,,
3554,01/18/25 12:57:10 PM,-888.88,-888.88,,,,,,
3555,01/18/25 01:57:10 PM,-888.88,-888.88,,,,,,
3556,01/18/25 02:57:10 PM,-888.88,-888.88,,,,,,
3557,01/18/25 03:57:10 PM,-888.88,-888.88,,,,,,
3558,01/18/25 04:57:10 PM,-888.88,-888.88,,,,,,
3559,01/18/25 05:57:10 PM,-888.88,-888.88,,,,,,
3560,01/18/25 06:57:10 PM,-888.88,-888.88,,,,,,
3561,01/18/25 07:57:10 PM,-888.88,-888.88,,,,,,
3562,01/18/25 08:57:10 PM,-888.88,-888.88,,,,,,
3563,01/18/25 09:57:10 PM,-888.88,-888.88,,,,,,
3564,01/18/25 10:57:10 PM,-888.88,-888.88,,,,,,
3565,01/18/25 11:57:10 PM,-888.88,-888.88,,,,,,
3566,01/19/25 12:57:10 AM,-888.88,-888.88,,,,,,
3567,01/19/25 01:57:10 AM,-888.88,-888.88,,,,,,
3568,01/19/25 02:57:10 AM,-888.88,-888.88,,,,,,
3569,01/19/25 03:57:10 AM,-888.88,-888.88,,,,,,
3570,01/19/25 04:57:10 AM,-888.88,-888.88,,,,,,
3571,01/19/25 05:57:10 AM,-888.88,-888.88,,,,,,
3572,01/19/25 06:57:10 AM,-888.88,-888.88,,,,,,
3573,01/19/25 07:57:10 AM,-888.88,-888.88,,,,,,
3574,01/19/25 08:57:10 AM,-888.88,-888.88,,,,,,
3575,01/19/25 09:57:10 AM,-888.88,-888.88,,,,,,
3576,01/19/25 10:57:10 AM,-888.88,-888.88,,,,,,
3577,01/19/25 11:57:10 AM,-888.88,-888.88,,,,,,
3578,01/19/25 12:57:10 PM,-888.88,-888.88,,,,,,
3579,01/19/25 01:57:10 PM,-888.88,-888.88,,,,,,
3580,01/19/25 02:57:10 PM,-888.88,-888.88,,,,,,
3581,01/19/25 03:57:10 PM,-888.88,-888.88,,,,,,
3582,01/19/25 04:57:10 PM,-888.88,-888.88,,,,,,
3583,01/19/25 05:57:10 PM,-888.88,-888.88,,,,,,
3584,01/19/25 06:57:10 PM,-888.88,-888.88,,,,,,
3585,01/19/25 07:57:10 PM,-888.88,-888.88,,,,,,
3586,01/19/25 08:57:10 PM,-888.88,-888.88,,,,,,
3587,01/19/25 09:57:10 PM,-888.88,-888.88,,,,,,
3588,01/19/25 10:57:10 PM,-888.88,-888.88,,,,,,
3589,01/19/25 11:57:10 PM,-888.88,-888.88,,,,,,
3590,01/20/25 12:57:10 AM,-888.88,-888.88,,,,,,
3591,01/20/25 01:57:10 AM,-888.88,-888.88,,,,,,
3592,01/20/25 02:57:10 AM,-888.88,-888.88,,,,,,
3593,01/20/25 03:57:10 AM,-888.88,-888.88,,,,,,
3594,01/20/25 04:57:10 AM,-888.88,-888.88,,,,,,
3595,01/20/25 05:57:10 AM,-888.88,-888.88,,,,,,
3596,01/20/25 06:57:10 AM,-888.88,-888.88,,,,,,
3597,01/20/25 07:57:10 AM,-888.88,-888.88,,,,,,
3598,01/20/25 08:57:10 AM,-888.88,-888.88,,,,,,
3599,01/20/25 09:57:10 AM,-888.88,-888.88,,,,,,
3600,01/20/25 10:57:10 AM,-888.88,-888.88,,,,,,
3601,01/20/25 11:57:10 AM,-888.88,-888.88,,,,,,
3602,01/20/25 12:57:10 PM,-888.88,-888.88,,,,,,
3603,01/20/25 01:57:10 PM,-888.88,-888.88,,,,,,
3604,01/20/25 02:57:10 PM,-888.88,-888.88,,,,,,
3605,01/20/25 03:57:10 PM,-888.88,-888.88,,,,,,
3606,01/20/25 04:57:10 PM,-888.88,-888.88,,,,,,
3607,01/20/25 05:57:10 PM,-888.88,-888.88,,,,,,
3608,01/20/25 06:57:10 PM,-888.88,-888.88,,,,,,
3609,01/20/25 07:57:10 PM,-888.88,-888.88,,,,,,
3610,01/20/25 08:57:10 PM,-888.88,-888.88,,,,,,
3611,01/20/25 09:57:10 PM,-888.88,-888.88,,,,,,
3612,01/20/25 10:57:10 PM,-888.88,-888.88,,,,,,
3613,01/20/25 11:57:10 PM,-888.88,-888.88,,,,,,
3614,01/21/25 12:57:10 AM,-888.88,-888.88,,,,,,
3615,01/21/25 01:57:10 AM,-888.88,-888.88,,,,,,
3616,01/21/25 02:57:10 AM,-888.88,-888.88,,,,,,
3617,01/21/25 03:57:10 AM,-888.88,-888.88,,,,,,
3618,01/21/25 04:57:10 AM,-888.88,-888.88,,,,,,
3619,01/21/25 05:57:10 AM,-888.88,-888.88,,,,,,
3620,01/21/25 06:57:10 AM,-888.88,-888.88,,,,,,
3621,01/21/25 07:57:10 AM,-888.88,-888.88,,,,,,
3622,01/21/25 08:57:10 AM,-888.88,-888.88,,,,,,
3623,01/21/25 09:57:10 AM,-888.88,-888.88,,,,,,
3624,01/21/25 10:57:10 AM,-888.88,-888.88,,,,,,
3625,01/21/25 11:57:10 AM,-888.88,-888.88,,,,,,
3626,01/21/25 12:57:10 PM,-888.88,-888.88,,,,,,
3627,01/21/25 01:57:10 PM,-888.88,-888.88,,,,,,
3628,01/21/25 02:57:10 PM,-888.88,-888.88,,,,,,
3629,01/21/25 03:57:10 PM,-888.88,-888.88,,,,,,
3630,01/21/25 04:57:10 PM,-888.88,-888.88,,,,,,
3631,01/21/25 05:57:10 PM,-888.88,-888.88,,,,,,
3632,01/21/25 06:57:10 PM,-888.88,-888.88,,,,,,
3633,01/21/25 07:57:10 PM,-888.88,-888.88,,,,,,
3634,01/21/25 08:57:10 PM,-888.88,-888.88,,,,,,
3635,01/21/25 09:57:10 PM,-888.88,-888.88,,,,,,
3636,01/21/25 10:57:10 PM,-888.88,-888.88,,,,,,
3637,01/21/25 11:57:10 PM,-888.88,-888.88,,,,,,
3638,01/22/25 12:57:10 AM,-888.88,-888.88,,,,,,
3639,01/22/25 01:57:10 AM,-888.88,-888.88,,,,,,
3640,01/22/25 02:57:10 AM,-888.88,-888.88,,,,,,
3641,01/22/25 03:57:10 AM,-888.88,-888.88,,,,,,
3642,01/22/25 04:57:10 AM,-888.88,-888.88,,,,,,
3643,01/22/25 05:57:10 AM,-888.88,-888.88,,,,,,
3644,01/22/25 06:57:10 AM,-888.88,-888.88,,,,,,
3645,01/22/25 07:57:10 AM,-888.88,-888.88,,,,,,
3646,01/22/25 08:57:10 AM,-888.88,-888.88,,,,,,
3647,01/22/25 09:57:10 AM,-888.88,-888.88,,,,,,
3648,01/22/25 10:57:10 AM,-888.88,-888.88,,,,,,
3649,01/22/25 11:57:10 AM,-888.88,-888.88,,,,,,
3650,01/22/25 12:57:10 PM,-888.88,-888.88,,,,,,
3651,01/22/25 01:57:10 PM,-888.88,-888.88,,,,,,
3652,01/22/25 02:57:10 PM,-888.88,-888.88,,,,,,
3653,01/22/25 03:57:10 PM,-888.88,-888.88,,,,,,
3654,01/22/25 04:57:10 PM,-888.88,-888.88,,,,,,
3655,01/22/25 05:57:10 PM,-888.88,-888.88,,,,,,
3656,01/22/25 06:57:10 PM,-888.88,-888.88,,,,,,
3657,01/22/25 07:57:10 PM,-888.88,-888.88,,,,,,
3658,01/22/25 08:57:10 PM,-888.88,-888.88,,,,,,
3659,01/22/25 09:57:10 PM,-888.88,-888.88,,,,,,
3660,01/22/25 10:57:10 PM,-888.88,-888.88,,,,,,
3661,01/22/25 11:57:10 PM,-888.88,-888.88,,,,,,
3662,01/23/25 12:57:10 AM,-888.88,-888.88,,,,,,
3663,01/23/25 01:57:10 AM,-888.88,-888.88,,,,,,
3664,01/23/25 02:57:10 AM,-888.88,-888.88,,,,,,
3665,01/23/25 03:57:10 AM,-888.88,-888.88,,,,,,
3666,01/23/25 04:57:10 AM,-888.88,-888.88,,,,,,
3667,01/23/25 05:57:10 AM,-888.88,-888.88,,,,,,
3668,01/23/25 06:57:10 AM,-888.88,-888.88,,,,,,
3669,01/23/25 07:57:10 AM,-888.88,-888.88,,,,,,
3670,01/23/25 08:57:10 AM,-888.88,-888.88,,,,,,
3671,01/23/25 09:57:10 AM,-888.88,-888.88,,,,,,
3672,01/23/25 10:57:10 AM,-888.88,-888.88,,,,,,
3673,01/23/25 11:57:10 AM,-888.88,-888.88,,,,,,
3674,01/23/25 12:57:10 PM,-888.88,-888.88,,,,,,
3675,01/23/25 01:57:10 PM,-888.88,-888.88,,,,,,
3676,01/23/25 02:57:10 PM,-888.88,-888.88,,,,,,
3677,01/23/25 03:57:10 PM,-888.88,-888.88,,,,,,
3678,01/23/25 04:57:10 PM,-888.88,-888.88,,,,,,
3679,01/23/25 05:57:10 PM,-888.88,-888.88,,,,,,
3680,01/23/25 06:57:10 PM,-888.88,-888.88,,,,,,
3681,01/23/25 07:57:10 PM,-888.88,-888.88,,,,,,
3682,01/23/25 08:57:10 PM,-888.88,-888.88,,,,,,
3683,01/23/25 09:57:10 PM,-888.88,-888.88,,,,,,
3684,01/23/25 10:57:10 PM,-888.88,-888.88,,,,,,
3685,01/23/25 11:57:10 PM,-888.88,-888.88,,,,,,
3686,01/24/25 12:57:10 AM,-888.88,-888.88,,,,,,
3687,01/24/25 01:57:10 AM,-888.88,-888.88,,,,,,
3688,01/24/25 02:57:10 AM,-888.88,-888.88,,,,,,
3689,01/24/25 03:57:10 AM,-888.88,-888.88,,,,,,
3690,01/24/25 04:57:10 AM,-888.88,-888.88,,,,,,
3691,01/24/25 05:57:10 AM,-888.88,-888.88,,,,,,
3692,01/24/25 06:57:10 AM,-888.88,-888.88,,,,,,
3693,01/24/25 07:57:10 AM,-888.88,-888.88,,,,,,
3694,01/24/25 08:57:10 AM,-888.88,-888.88,,,,,,
3695,01/24/25 09:57:10 AM,-888.88,-888.88,,,,,,
3696,01/24/25 10:57:10 AM,-888.88,-888.88,,,,,,
3697,01/24/25 11:57:10 AM,-888.88,-888.88,,,,,,
3698,01/24/25 12:57:10 PM,-888.88,-888.88,,,,,,
3699,01/24/25 01:57:10 PM,-888.88,-888.88,,,,,,
3700,01/24/25 02:57:10 PM,-888.88,-888.88,,,,,,
3701,01/24/25 03:57:10 PM,-888.88,-888.88,,,,,,
3702,01/24/25 04:57:10 PM,-888.88,-888.88,,,,,,
3703,01/24/25 05:57:10 PM,-888.88,-888.88,,,,,,
3704,01/24/25 06:57:10 PM,-888.88,-888.88,,,,,,
3705,01/24/25 07:57:10 PM,-888.88,-888.88,,,,,,
3706,01/24/25 08:57:10 PM,-888.88,-888.88,,,,,,
3707,01/24/25 09:57:10 PM,-888.88,-888.88,,,,,,
3708,01/24/25 10:57:10 PM,-888.88,-888.88,,,,,,
3709,01/24/25 11:57:10 PM,-888.88,-888.88,,,,,,
3710,01/25/25 12:57:10 AM,-888.88,-888.88,,,,,,
3711,01/25/25 01:57:10 AM,-888.88,-888.88,,,,,,
3712,01/25/25 02:57:10 AM,-888.88,-888.88,,,,,,
3713,01/25/25 03:57:10 AM,-888.88,-888.88,,,,,,
3714,01/25/25 04:57:10 AM,-888.88,-888.88,,,,,,
3715,01/25/25 05:57:10 AM,-888.88,-888.88,,,,,,
3716,01/25/25 06:57:10 AM,-888.88,-888.88,,,,,,
3717,01/25/25 07:57:10 AM,-888.88,-888.88,,,,,,
3718,01/25/25 08:57:10 AM,-888.88,-888.88,,,,,,
3719,01/25/25 09:57:10 AM,-888.88,-888.88,,,,,,
3720,01/25/25 10:57:10 AM,-888.88,-888.88,,,,,,
3721,01/25/25 11:57:10 AM,-888.88,-888.88,,,,,,
3722,01/25/25 12:57:10 PM,-888.88,-888.88,,,,,,
3723,01/25/25 01:57:10 PM,-888.88,-888.88,,,,,,
3724,01/25/25 02:57:10 PM,-888.88,-888.88,,,,,,
3725,01/25/25 03:57:10 PM,-888.88,-888.88,,,,,,
3726,01/25/25 04:57:10 PM,-888.88,-888.88,,,,,,
3727,01/25/25 05:57:10 PM,-888.88,-888.88,,,,,,
3728,01/25/25 06:57:10 PM,-888.88,-888.88,,,,,,
3729,01/25/25 07:57:10 PM,-888.88,-888.88,,,,,,
3730,01/25/25 08:57:10 PM,-888.88,-888.88,,,,,,
3731,01/25/25 09:57:10 PM,-888.88,-888.88,,,,,,
3732,01/25/25 10:57:10 PM,-888.88,-888.88,,,,,,
3733,01/25/25 11:57:10 PM,-888.88,-888.88,,,,,,
3734,01/26/25 12:57:10 AM,-888.88,-888.88,,,,,,
3735,01/26/25 01:57:10 AM,-888.88,-888.88,,,,,,
3736,01/26/25 02:57:10 AM,-888.88,-888.88,,,,,,
3737,01/26/25 03:57:10 AM,-888.88,-888.88,,,,,,
3738,01/26/25 04:57:10 AM,-888.88,-888.88,,,,,,
3739,01/26/25 05:57:10 AM,-888.88,-888.88,,,,,,
3740,01/26/25 06:57:10 AM,-888.88,-888.88,,,,,,
3741,01/26/25 07:57:10 AM,-888.88,-888.88,,,,,,
3742,01/26/25 08:57:10 AM,-888.88,-888.88,,,,,,
3743,01/26/25 09:57:10 AM,-888.88,-888.88,,,,,,
3744,01/26/25 10:57:10 AM,-888.88,-888.88,,,,,,
3745,01/26/25 11:57:10 AM,-888.88,-888.88,,,,,,
3746,01/26/25 12:57:10 PM,-888.88,-888.88,,,,,,
3747,01/26/25 01:57:10 PM,-888.88,-888.88,,,,,,
3748,01/26/25 02:57:10 PM,-888.88,-888.88,,,,,,
3749,01/26/25 03:57:10 PM,-888.88,-888.88,,,,,,
3750,01/26/25 04:57:10 PM,-888.88,-888.88,,,,,,
3751,01/26/25 05:57:10 PM,-888.88,-888.88,,,,,,
3752,01/26/25 06:57:10 PM,-888.88,-888.88,,,,,,
3753,01/26/25 07:57:10 PM,-888.88,-888.88,,,,,,
3754,01/26/25 08:57:10 PM,-888.88,-888.88,,,,,,
3755,01/26/25 09:57:10 PM,-888.88,-888.88,,,,,,
3756,01/26/25 10:57:10 PM,-888.88,-888.88,,,,,,
3757,01/26/25 11:57:10 PM,-888.88,-888.88,,,,,,
3758,01/27/25 12:57:10 AM,-888.88,-888.88,,,,,,
3759,01/27/25 01:57:10 AM,-888.88,-888.88,,,,,,
3760,01/27/25 02:57:10 AM,-888.88,-888.88,,,,,,
3761,01/27/25 03:57:10 AM,-888.88,-888.88,,,,,,
3762,01/27/25 04:57:10 AM,-888.88,-888.88,,,,,,
3763,01/27/25 05:57:10 AM,-888.88,-888.88,,,,,,
3764,01/27/25 06:57:10 AM,-888.88,-888.88,,,,,,
3765,01/27/25 07:57:10 AM,-888.88,-888.88,,,,,,
3766,01/27/25 08:57:10 AM,-888.88,-888.88,,,,,,
3767,01/27/25 09:57:10 AM,-888.88,-888.88,,,,,,
3768,01/27/25 10:57:10 AM,-888.88,-888.88,,,,,,
3769,01/27/25 11:57:10 AM,-888.88,-888.88,,,,,,
3770,01/27/25 12:57:10 PM,-888.88,-888.88,,,,,,
3771,01/27/25 01:57:10 PM,-888.88,-888.88,,,,,,
3772,01/27/25 02:57:10 PM,-888.88,-888.88,,,,,,
3773,01/27/25 03:57:10 PM,-888.88,-888.88,,,,,,
3774,01/27/25 04:57:10 PM,-888.88,-888.88,,,,,,
3775,01/27/25 05:57:10 PM,-888.88,-888.88,,,,,,
3776,01/27/25 06:57:10 PM,-888.88,-888.88,,,,,,
3777,01/27/25 07:57:10 PM,-888.88,-888.88,,,,,,
3778,01/27/25 08:57:10 PM,-888.88,-888.88,,,,,,
3779,01/27/25 09:57:10 PM,-888.88,-888.88,,,,,,
3780,01/27/25 10:57:10 PM,-888.88,-888.88,,,,,,
3781,01/27/25 11:57:10 PM,-888.88,-888.88,,,,,,
3782,01/28/25 12:57:10 AM,-888.88,-888.88,,,,,,
3783,01/28/25 01:57:10 AM,-888.88,-888.88,,,,,,
3784,01/28/25 02:57:10 AM,-888.88,-888.88,,,,,,
3785,01/28/25 03:57:10 AM,-888.88,-888.88,,,,,,
3786,01/28/25 04:57:10 AM,-888.88,-888.88,,,,,,
3787,01/28/25 05:57:10 AM,-888.88,-888.88,,,,,,
3788,01/28/25 06:57:10 AM,-888.88,-888.88,,,,,,
3789,01/28/25 07:57:10 AM,-888.88,-888.88,,,,,,
3790,01/28/25 08:57:10 AM,-888.88,-888.88,,,,,,
3791,01/28/25 09:57:10 AM,-888.88,-888.88,,,,,,
3792,01/28/25 10:57:10 AM,-888.88,-888.88,,,,,,
3793,01/28/25 11:57:10 AM,-888.88,-888.88,,,,,,
3794,01/28/25 12:57:10 PM,-888.88,-888.88,,,,,,
3795,01/28/25 01:57:10 PM,-888.88,-888.88,,,,,,
3796,01/28/25 02:57:10 PM,-888.88,-888.88,,,,,,
3797,01/28/25 03:57:10 PM,-888.88,-888.88,,,,,,
3798,01/28/25 04:57:10 PM,-888.88,-888.88,,,,,,
3799,01/28/25 05:57:10 PM,-888.88,-888.88,,,,,,
3800,01/28/25 06:57:10 PM,-888.88,-888.88,,,,,,
3801,01/28/25 07:57:10 PM,-888.88,-888.88,,,,,,
3802,01/28/25 08:57:10 PM,-888.88,-888.88,,,,,,
3803,01/28/25 09:57:10 PM,-888.88,-888.88,,,,,,
3804,01/28/25 10:57:10 PM,-888.88,-888.88,,,,,,
3805,01/28/25 11:57:10 PM,-888.88,-888.88,,,,,,
3806,01/29/25 12:57:10 AM,-888.88,-888.88,,,,,,
3807,01/29/25 01:57:10 AM,-888.88,-888.88,,,,,,
3808,01/29/25 02:57:10 AM,-888.88,-888.88,,,,,,
3809,01/29/25 03:57:10 AM,-888.88,-888.88,,,,,,
3810,01/29/25 04:57:10 AM,-888.88,-888.88,,,,,,
3811,01/29/25 05:57:10 AM,-888.88,-888.88,,,,,,
3812,01/29/25 06:57:10 AM,-888.88,-888.88,,,,,,
3813,01/29/25 07:57:10 AM,-888.88,-888.88,,,,,,
3814,01/29/25 08:57:10 AM,-888.88,-888.88,,,,,,
3815,01/29/25 09:57:10 AM,-888.88,-888.88,,,,,,
3816,01/29/25 10:57:10 AM,-888.88,-888.88,,,,,,
3817,01/29/25 11:57:10 AM,-888.88,-888.88,,,,,,
3818,01/29/25 12:57:10 PM,-888.88,-888.88,,,,,,
3819,01/29/25 01:57:10 PM,-888.88,-888.88,,,,,,
3820,01/29/25 02:57:10 PM,-888.88,-888.88,,,,,,
3821,01/29/25 03:57:10 PM,-888.88,-888.88,,,,,,
3822,01/29/25 04:57:10 PM,-888.88,-888.88,,,,,,
3823,01/29/25 05:57:10 PM,-888.88,-888.88,,,,,,
3824,01/29/25 06:57:10 PM,-888.88,-888.88,,,,,,
